peak width,horizontal error (Da),vertical error (rel.),basal noise (a.u.),is_signal
0.22221924815484753,0.05664499983032467,-0.017032129204014992,0,False
0.2875343323036882,0.056644999823048714,-0.02460913524038029,0,False
0.37915602553134,-0.06335500014319084,-0.011216913104513854,0,False
0.26434410572447586,0.016644999836727514,-0.02712789860144358,0,False
0.49998382142954995,0.016644999836727514,-0.0017571831597666808,0,False
0.3274735949143728,-0.04335500015366822,-0.042420616462856685,0,False
0.33248892327778495,-0.18335500013125827,-0.04673656961177769,0,False
0.365592699949639,-0.0633550001504668,-0.019489758066658112,0,False
0.237256516483679,0.07664499982712325,-0.035340511499635664,0,False
0.3042925128319473,-0.08335500014726538,-0.04165283645353318,0,False
0.28533983832750986,0.2966449997919076,-0.01616656612016327,0,False
0.26697292869629846,-0.1633550001344597,-0.06072761007907009,0,False
0.37578082542673513,-0.08335500014726538,-0.04806840486616783,0,False
0.29255631475715016,-0.0633550001504668,-0.028917650444394535,0,False
0.27034115240738765,-0.0033550001600710644,-0.014496580071790038,0,False
0.21977929800743004,0.11664499982072041,-0.016171431735530845,0,False
0.30201947764604387,-0.08335500013998942,-0.003443476808405928,0,False
0.33277761110764836,0.036644999826250135,0.0020258370938918604,0,False
0.21831277685378314,-0.023355000156869643,-0.011337551493639908,0,False
0.2865640448288668,0.11664499982072041,-0.018519105046203646,0,False
0.4999999724582747,-0.1633550001344597,0.002885300636332161,0,False
0.3750018426717663,-0.0033550001600710644,-0.010169968849720809,0,False
0.24865250216958765,0.016644999836727514,0.00916638017117602,0,True
0.21076605223182004,-0.06335500014319084,0.014365120891925154,0,True
0.22484795873034014,0.07664499981984729,0.0111698349121499,0,True
0.24610783236938372,-0.023355000156869643,-0.039083785866040166,0,True
0.22551356282781493,-0.0033550001600710644,-0.005888043118548569,0,True
0.2002249480454721,-0.023355000156869643,-0.06383277924888375,0,True
0.34267193801342466,-0.0033550001600710644,0.0009970179272751345,0,True
0.2916829026254763,0.03664499983352609,-0.0401316340376322,0,True
0.2576080537357947,0.016644999836727514,0.006215551039585709,0,True
0.23245477940967366,0.016644999829451557,0.03176278101040919,0,True
0.33299466725109345,-0.06335500014319084,0.04651518764115514,0,True
0.3150493056556955,-0.04335500015366822,-0.004988355285634349,0,True
0.2944935331058232,-0.0033550001600710644,0.0031924873414890254,0,True
0.21614549602503463,0.11664499982072041,0.009038111529658388,0,True
0.21708133051459227,-0.04335500015366822,0.004815740940581126,0,True
0.2181470494701089,0.016644999836727514,0.03620745536205805,0,True
0.19938347389330738,-0.08335500013998942,0.008413784929252377,0,True
0.20852687481414675,0.016644999829451557,0.013637017032728904,0,True
0.2727754125706585,0.07664499982712325,-0.06119037507025904,0,True
0.36975174207148587,-0.08335500014726538,-0.03493064083916397,0,True
0.3472503923360562,-0.0033550001600710644,-0.011583397740880519,0,True
0.2167727513417477,0.016644999836727514,-0.01256017929730302,0,True
0.17698884128113224,0.03664499983352609,-0.02780692631958659,0,True
0.21524534461071917,0.016644999836727514,-0.036791656862144306,0,True
0.22080427439077333,-0.023355000156869643,-0.05640404250154163,0,True
0.25796382349048724,-0.023355000156869643,-0.04134355541490353,0,False
0.24888460695448764,0.016644999836727514,-0.04779532497754776,0,False
0.2463337210234134,-0.0033550001600710644,-0.021241620865221467,0,False
0.23087690227494018,0.016644999836727514,-0.033992335326412104,0,False
0.26341452958545286,0.016644999836727514,-0.022016991546669945,0,False
0.20123982687267358,-0.0633550001504668,-0.031124235824168102,0,False
0.2829041436737605,-0.0033550001600710644,-0.01710060545356053,0,False
0.25219372543820784,-0.0033550001600710644,-0.03009562325495369,0,False
0.24820407260174696,0.05664499983032467,-0.009798854775730262,0,False
0.2650896730179095,-0.04335500015366822,-0.0033311995615481933,0,False
0.19615352850977558,0.05664499983032467,-0.04666184955695584,0,False
0.22202023590025832,-0.04335500015366822,-0.02438521966458891,0,False
0.26761029155458527,0.016644999836727514,-0.02054162120289412,0,False
0.28176044596118216,0.03664499983352609,-0.057732023157771574,0,False
0.27240456588572154,-0.04335500015366822,-0.010572111902614124,0,False
0.2590249882268852,-0.0033550001600710644,-0.014157004058111457,0,False
0.24989678763153933,0.07664499982712325,-0.009745425352119008,0,False
0.20854348999237488,-0.023355000149593685,-0.004311509953786977,0,False
0.1840559341123156,-0.08335500015454134,-0.024398837932277834,0,False
0.26093877937083265,0.03664499983352609,-0.011471931339483576,0,False
0.226832184283318,0.05664499983032467,-0.019658265080213292,0,False
0.28683846514965566,-0.04335500015366822,-0.033284325006164364,0,False
0.34388124103663825,0.016644999844003472,-0.020822722814686796,0,False
0.2524245642780047,0.056644999823048714,-0.039420262229291535,0,False
0.2343003966224804,-0.06335500014319084,-0.010393462199114115,0,False
0.2568033350045296,0.016644999829451557,-0.030154468146013236,0,False
0.2673599714402244,-0.0033550001600710644,-0.055948991238227,0,False
0.279669957481425,-0.0033550001600710644,-0.0128303224289985,0,False
0.23632567556988454,-0.023355000149593685,-0.02353712898249408,0,False
0.24845983999353735,-0.0033550001600710644,-0.02284468239886779,0,False
0.22743328564204338,0.056644999823048714,-0.02304391272121361,0,False
0.24811445026773107,-0.06335500014319084,-0.00773993531910191,0,False
0.2651294588917695,-0.04335500016094418,-0.00551554776683506,0,False
0.2747659686943511,0.05664499983032467,-0.007193766282518738,0,False
0.21340843926882597,-0.023355000156869643,-0.014087351850146939,0,False
0.23782239564309784,-0.0033550001600710644,-0.03895837540877379,0,False
0.2186976966132382,0.05664499983032467,-0.0390919097335056,0,False
0.19143630474876694,-0.0033550001600710644,-0.07253034191482521,0,False
0.28942338677368307,-0.18335500013125827,-0.048706981753887386,0,False
0.33380929620513133,-0.04335500015366822,-0.06298380816658174,0,False
0.457246242027194,-0.023355000156869643,-0.014230681712352934,0,False
0.30815301501693815,0.03664499983352609,-0.019014152532862177,0,False
0.2895474581369905,0.17664499981111614,-0.053772644544102514,0,False
0.4999990977014292,-0.1633550001344597,-0.010071874127562016,0,False
0.3308277097779339,-0.08335500013998942,-0.042068534875966394,0,False
0.30301187211149844,-0.08335500015454134,-0.04829650504022777,0,False
0.39920996974179107,0.23664499980151188,-0.023309700779049442,0,False
0.3240577779824406,0.03664499983352609,-0.046197997387698295,0,False
0.36363056193912313,-0.2033550001207809,-0.03796365871860729,0,False
0.34862380415231875,0.23664499979423592,-0.03926622699150174,0,False
0.33932654064770856,-0.20335500012805685,-0.048030843292979485,0,False
0.39222678639167474,0.15664499981431756,-0.014233145435491847,0,False
0.3278952134817184,-0.1633550001344597,-0.09964416785313324,0,True
0.499999939294268,-0.023355000156869643,0.0011214183420120705,0,False
0.21649319620269256,-0.04335500015366822,0.013961473014569625,0,False
0.25261310995359454,-0.023355000156869643,0.011564544133317284,0,True
0.29513836678167565,0.016644999836727514,0.0066858680522568215,0,True
0.18688237226861257,-0.0033550001600710644,0.0277173733166228,0,True
0.2272200991109478,0.07664499982712325,0.022476573865714278,0,True
0.18289966420877707,-0.023355000156869643,0.01831626047268975,0,True
0.2371271618391542,-0.023355000156869643,0.03571939199731422,0,True
0.24037020866613415,-0.04335500015366822,-0.0701792920144283,0,True
0.17153449087897155,0.05664499983032467,-0.05736561931897344,0,True
0.21936706739677625,-0.0033550001600710644,-0.0030455420581024795,0,True
0.2723791408154877,-0.023355000156869643,-0.022933074154993127,0,True
0.2531979231116372,-0.04335500015366822,-0.022162044220216948,0,True
0.26154191322555725,-0.023355000156869643,0.060194320084948405,0,True
0.22602652002267065,0.11664499982072041,0.02236073925216342,0,True
0.24125143581025538,-0.04335500015366822,-0.003175458276229115,0,True
0.24064409739793893,0.016644999829451557,0.05281321160443353,0,True
0.29189031708478946,0.016644999844003472,0.0423794245698923,0,True
0.23795054299038598,-0.10335500014406396,-0.028942394848254227,0,True
0.3206405851186547,0.05664499983032467,0.012682953411883746,0,True
0.3024973016182544,0.03664499983352609,-0.02507862512857234,0,True
0.23271751705007018,-0.0633550001504668,-0.040366571182573086,0,True
0.2471633010878686,-0.0033550001600710644,-0.03064974119721542,0,True
0.17139946004009976,-0.0033550001600710644,-0.03468982523951222,0,True
0.2649532023670627,0.05664499983032467,-0.04015801928260229,0,True
0.32444808945949477,-0.04335500015366822,-0.03815497285997939,0,True
0.27957902230317805,-0.0033550001600710644,-0.03833269352403822,0,False
0.1909097238462785,0.05664499983032467,-0.04211535996683904,0,False
0.259341901862822,-0.0033550001600710644,-0.04724999151743152,0,False
0.19402593213503005,-0.0033550001600710644,-0.02775444548913162,0,False
0.23898730712457356,0.03664499983352609,-0.04568581635752855,0,False
0.24431204274983373,-0.08335500014726538,-0.027362024350322672,0,False
0.23678859849259357,-0.023355000156869643,-0.019263892572624404,0,False
0.25596161601260786,0.07664499982712325,-0.0306150649676678,0,False
0.34704117158685505,-0.023355000156869643,-0.012236749309134006,0,False
0.2716296977120647,0.03664499983352609,-0.051391160705604774,0,False
0.2883280645252669,-0.04335500015366822,-0.012223574386576442,0,False
0.23177712449383406,-0.023355000156869643,-0.01327153646263255,0,False
0.27060922141791277,0.05664499983032467,-0.008309174121511474,0,False
0.22382763000906836,-0.04335500015366822,-0.030171511530522794,0,False
0.21228322174198766,0.03664499983352609,-0.018198850976505646,0,False
0.1792292831180734,-0.023355000156869643,-0.012500989623921979,0,False
0.1884112627575891,-0.0633550001504668,-0.04153932038844312,0,False
0.2264901696573117,0.016644999836727514,-0.030309064211057436,0,False
0.2353923726328393,-0.0033550001600710644,-0.021555275631251966,0,False
0.2698622199072417,0.03664499983352609,-0.004045650317755129,0,False
0.2317051526098461,0.07664499982712325,-0.01927975842764435,0,False
0.21142269857187637,-0.0633550001504668,-0.04162455197499023,0,False
0.25864077615384307,0.016644999844003472,-0.028398795202074424,0,False
0.269591300127702,0.016644999829451557,-0.007993119471306499,0,False
0.25683818876676634,-0.0633550001504668,-0.02055104308248644,0,False
0.24953163963140967,0.03664499984080205,-0.024375154234700908,0,False
0.19585919598429813,-0.04335500016094418,-0.04974390481486579,0,False
0.2793899079237376,0.03664499984080205,-0.018726099596457834,0,False
