vertical_error,horizontal_error,basal_noise,all_detected_mass_shifts,simulated_mass_shifts,matching_mass_shifts,r_score_abundance,matching_ptm_patterns,mass_shift_deviation
0,0,0,,7,7.0,0.9999787974988255,6.0,0.04468863856204301
0,0,1,,7,7.0,0.9971301124869616,6.0,0.05125809779023295
0,1,0,,7,7.0,0.9999812822762157,6.0,0.04297536077235324
0,1,1,,7,7.0,0.9956887613724401,6.2,0.06228881187473806
1,0,0,,7,7.0,0.9970162896385938,6.2,0.06740085452987823
1,0,1,,7,7.0,0.9965726708695005,5.6,0.07693551419253965
1,1,0,,7,7.0,0.9970587417899518,6.0,0.06255913386549515
1,1,1,,7,7.0,0.9954092271637425,6.0,0.07548776568146882
