vertical_error,horizontal_error,basal_noise,all_detected_mass_shifts,simulated_mass_shifts,matching_mass_shifts,mass_shift_deviation,r_score_abundance,matching_ptm_patterns (min_ptm),matching_ptm_patterns (min_error),matching_ptm_patterns (min_both),matching_ptm_patterns_min_err,matching_ptm_patterns_min_ptm,matching_ptm_patterns_min_both
0,0,0,15.0,18,15.0,0.5207540105485325,-0.6306263387205975,,,,1.0,2.0,1.0
0,0,1,16.0,18,12.0,0.44361367958052905,-0.43801443449964483,,,,1.0,2.6666666666666665,1.0
0,1,0,16.666666666666668,18,15.0,0.3704181098158635,0.009299705242700518,,,,1.6666666666666667,3.3333333333333335,1.6666666666666667
0,1,1,16.333333333333332,18,14.333333333333334,0.4446948418315737,-0.6882516491095606,,,,1.6666666666666667,3.0,1.6666666666666667
1,0,0,15.666666666666666,18,13.666666666666666,0.5124476744239236,-0.45858211021945344,,,,1.3333333333333333,2.6666666666666665,1.3333333333333333
1,0,1,16.333333333333332,18,12.666666666666666,0.39676795086167643,-0.5895868417171598,,,,1.0,1.6666666666666667,0.6666666666666666
1,1,0,17.0,18,15.666666666666666,0.4100326722064906,0.2115901308291602,,,,1.6666666666666667,3.3333333333333335,1.6666666666666667
1,1,1,16.666666666666668,18,14.0,0.43073817922355245,-0.3667909834040118,,,,1.0,2.0,1.0
