"PTM pattern (P,Ac,Me,Ox,-H2O,Na)",amount of PTMs,mass error (Da),mass shift
"[1, 0, 1, 0, 1, 1]",4,0.03119956149561176,98.00419956149562
"[0, 0, 0, 2, 0, 3]",5,0.059999561495615694,98.00419956149562
"[0, 1, 1, 1, 1, 2]",6,0.0068004385043849425,98.00419956149562
"[1, 1, 1, 1, 3, 0]",7,0.00749956149562081,98.00419956149562
"[1, 0, 0, 2, 0, 0]",3,0.15715967751054905,111.82154032248945
"[0, 2, 2, 0, 0, 0]",4,0.30505967751055607,111.82154032248945
"[0, 0, 0, 0, 0, 5]",5,1.9125403224894626,111.82154032248945
"[0, 1, 0, 0, 1, 4]",6,0.1270596775105446,111.82154032248945
"[0, 0, 0, 3, 0, 3]",6,2.122059677510549,111.82154032248945
"[1, 1, 0, 0, 0, 0]",2,1.9824004385055503,120.03419956149446
"[1, 0, 0, 1, 0, 1]",3,2.073099561494459,120.03419956149446
"[1, 1, 0, 1, 1, 0]",4,0.03349956149445177,120.03419956149446
"[1, 1, 1, 0, 1, 0]",4,2.006299561494444,120.03419956149446
"[0, 1, 1, 0, 0, 3]",5,1.9745004385055438,120.03419956149446
"[1, 1, 1, 0, 0, 0]",3,0.2160981605193797,136.2592981605194
"[1, 1, 0, 1, 0, 0]",3,1.7567018394806269,136.2592981605194
"[1, 0, 1, 0, 0, 2]",4,1.7108018394806095,136.2592981605194
"[1, 0, 4, 0, 0, 0]",5,0.17299816051939843,136.2592981605194
"[1, 1, 0, 2, 1, 0]",5,0.2591981605193894,136.2592981605194
"[1, 0, 0, 1, 0, 2]",4,0.3718472407763329,139.57105275922368
"[2, 0, 0, 1, 2, 0]",5,0.35754724077634137,139.57105275922368
"[1, 0, 2, 2, 0, 0]",5,0.46084724077633155,139.57105275922368
"[0, 1, 0, 2, 0, 3]",6,0.4098472407763154,139.57105275922368
"[1, 0, 1, 4, 1, 0]",7,0.41774724077632186,139.57105275922368
"[1, 0, 0, 0, 0, 3]",4,0.13072885861504346,145.79457114138495
"[1, 2, 0, 0, 1, 0]",4,0.24342885861506147,145.79457114138495
"[2, 0, 0, 0, 2, 1]",5,0.11642885861505192,145.79457114138495
"[0, 1, 0, 1, 0, 4]",6,0.16872885861505438,145.79457114138495
"[1, 0, 1, 3, 1, 1]",7,0.17662885861506084,145.79457114138495
"[2, 0, 0, 0, 0, 0]",2,1.4931963216035058,158.4666036783965
"[1, 1, 1, 0, 0, 1]",4,0.44160367839648984,158.4666036783965
"[2, 0, 0, 1, 1, 0]",4,0.522703678396482,158.4666036783965
"[0, 3, 0, 2, 0, 0]",5,0.35770367839649,158.4666036783965
"[1, 2, 1, 0, 1, 0]",5,1.5979963216035173,158.4666036783965
"[1, 0, 0, 1, 0, 3]",5,0.01111471359442362,161.91358528640558
"[1, 2, 0, 1, 1, 0]",5,0.12381471359444163,161.91358528640558
"[2, 0, 0, 1, 2, 1]",6,0.003185286405567922,161.91358528640558
"[0, 1, 0, 2, 0, 4]",7,0.04911471359440611,161.91358528640558
"[1, 0, 4, 0, 1, 2]",8,0.12101471359443394,161.91358528640558
"[2, 0, 0, 1, 0, 0]",3,0.5725963215979846,175.38660367840203
"[2, 0, 0, 2, 1, 0]",5,1.4433036784020317,175.38660367840203
"[1, 0, 1, 1, 0, 3]",6,0.5646963215979781,175.38660367840203
"[2, 0, 1, 1, 2, 1]",7,0.5503963215979866,175.38660367840203
"[0, 2, 0, 3, 0, 2]",7,0.648596321597978,175.38660367840203
"[1, 2, 1, 0, 0, 0]",4,0.7336852864070238,178.81358528640703
"[1, 1, 1, 0, 0, 2]",5,1.1932147135929938,178.81358528640703
"[1, 1, 4, 0, 0, 0]",6,0.6905852864070141,178.81358528640703
"[1, 0, 0, 2, 0, 3]",6,0.8894852864070515,178.81358528640703
"[1, 1, 1, 1, 1, 2]",7,0.8226852864070224,178.81358528640703
"[1, 2, 0, 0, 0, 1]",4,0.8134095036012354,186.84850950360124
"[1, 1, 0, 0, 0, 3]",5,1.1134904963987537,186.84850950360124
"[1, 1, 3, 0, 0, 1]",6,0.7703095036012257,186.84850950360124
"[0, 3, 0, 1, 0, 2]",6,0.7754095036011961,186.84850950360124
"[0, 2, 0, 1, 0, 4]",7,1.151490496398793,186.84850950360124
"[2, 0, 0, 2, 0, 0]",4,0.45294568671482693,192.41154568671482
"[1, 2, 2, 0, 0, 0]",5,0.3050456867148057,192.41154568671482
"[0, 5, 0, 0, 1, 0]",6,0.24334568671480383,192.41154568671482
"[0, 3, 0, 0, 0, 3]",6,0.3560456867147934,192.41154568671482
"[0, 2, 0, 0, 0, 5]",7,1.5708543132851958,192.41154568671482
"[0, 4, 2, 1, 1, 0]",8,0.7500995614959152,194.93419956149592
"[0, 3, 3, 0, 1, 2]",9,0.7959995614958757,194.93419956149592
"[0, 3, 5, 1, 1, 0]",10,0.7069995614959055,194.93419956149592
"[0, 4, 1, 3, 2, 0]",10,0.7931995614958964,194.93419956149592
"[0, 1, 7, 2, 0, 1]",11,0.7306995614958964,194.93419956149592
"[1, 3, 0, 0, 0, 0]",4,1.8641995614926827,207.95419956149271
"[2, 0, 0, 3, 0, 0]",5,0.003800438507283843,207.95419956149271
"[1, 2, 0, 0, 0, 2]",5,0.06270043850730644,207.95419956149271
"[0, 4, 0, 1, 0, 1]",6,1.8261995614927002,207.95419956149271
"[0, 3, 0, 1, 0, 3]",7,0.10070043850731736,207.95419956149271
"[2, 0, 0, 2, 0, 1]",5,0.20582885861270483,213.73457114138728
"[1, 2, 2, 0, 0, 1]",6,0.35372885861272607,213.73457114138728
"[0, 3, 0, 0, 0, 4]",7,0.30272885861273835,213.73457114138728
"[1, 1, 0, 0, 1, 5]",8,0.1757288586127288,213.73457114138728
"[3, 0, 2, 0, 3, 0]",8,0.2124288586127534,213.73457114138728
"[2, 1, 0, 1, 0, 0]",4,0.9623147135918089,217.0335852864082
"[2, 0, 1, 0, 0, 2]",5,0.9164147135918199,217.0335852864082
"[3, 0, 1, 0, 2, 0]",6,0.9021147135918284,217.0335852864082
"[2, 1, 0, 2, 1, 0]",6,1.0535852864082074,217.0335852864082
"[0, 4, 2, 0, 0, 1]",7,1.1482147135918126,217.0335852864082
"[2, 1, 1, 1, 0, 0]",5,0.7453699419993711,232.76786994199938
"[2, 1, 0, 2, 0, 0]",5,1.227430058000607,232.76786994199938
"[0, 5, 0, 0, 0, 1]",6,0.6025699419993771,232.76786994199938
"[0, 4, 0, 0, 0, 3]",7,1.3243300580006405,232.76786994199938
"[0, 4, 3, 0, 0, 1]",8,0.5594699419993674,232.76786994199938
"[3, 0, 0, 1, 1, 0]",5,0.9352797679562173,236.9885202320438
"[1, 3, 1, 1, 0, 0]",6,0.8725202320437688,236.9885202320438
"[2, 0, 0, 2, 0, 2]",6,1.0663202320438074,236.9885202320438
"[2, 0, 4, 0, 0, 1]",7,1.0594797679561907,236.9885202320438
"[0, 3, 0, 0, 0, 5]",8,0.9694202320438023,236.9885202320438
"[3, 0, 0, 0, 0, 0]",3,0.04611471359123698,239.89358528640878
"[2, 1, 0, 1, 0, 1]",5,0.08411471359121947,239.89358528640878
"[2, 0, 1, 0, 0, 3]",6,0.03821471359123052,239.89358528640878
"[2, 2, 1, 0, 1, 0]",6,0.1509147135912201,239.89358528640878
"[0, 5, 1, 1, 0, 0]",7,0.31591471359124057,239.89358528640878
"[1, 3, 0, 0, 0, 2]",6,0.7079403224917655,250.76154032249178
"[3, 0, 2, 0, 1, 0]",6,0.7839403224917589,250.76154032249178
"[1, 3, 2, 1, 0, 0]",7,0.6189403224917669,250.76154032249178
"[1, 4, 0, 0, 1, 1]",7,1.3316596775082417,250.76154032249178
"[0, 4, 0, 1, 0, 3]",8,0.6699403224917546,250.76154032249178
"[3, 0, 0, 1, 0, 0]",4,0.05743832990671649,255.8816616700933
"[3, 0, 1, 0, 1, 1]",6,2.051138329906678,255.8816616700933
"[2, 0, 1, 1, 0, 3]",7,0.04953832990671003,255.8816616700933
"[0, 5, 0, 0, 0, 2]",7,1.734561670093285,255.8816616700933
"[0, 4, 0, 0, 0, 4]",8,0.19233832990670408,255.8816616700933
"[3, 0, 0, 1, 0, 0]",4,1.9919527592242332,257.93105275922426
"[2, 2, 1, 0, 0, 0]",5,0.12874724077573774,257.93105275922426
"[2, 2, 0, 1, 0, 0]",5,2.1015472407757443,257.93105275922426
"[3, 0, 1, 0, 1, 1]",6,0.0017472407757281871,257.93105275922426
"[3, 0, 0, 1, 1, 1]",6,1.9745472407757347,257.93105275922426
"[3, 0, 0, 2, 0, 0]",5,0.8355782139007601,272.7740782139008
"[2, 2, 2, 0, 0, 0]",6,0.6876782139007673,272.7740782139008
"[1, 5, 0, 0, 1, 0]",7,0.6259782139007939,272.7740782139008
"[0, 6, 0, 0, 0, 1]",7,1.4279217860992617,272.7740782139008
"[1, 4, 0, 0, 1, 2]",8,1.3009217860992521,272.7740782139008
"[3, 0, 0, 1, 0, 1]",5,0.9860861634251137,276.9348138365749
"[2, 2, 0, 2, 0, 0]",6,0.9028138365748646,276.9348138365749
"[1, 4, 2, 0, 0, 0]",7,0.7549138365748718,276.9348138365749
"[0, 7, 0, 0, 1, 0]",8,0.6932138365748983,276.9348138365749
"[0, 5, 0, 0, 0, 3]",8,0.8059138365749163,276.9348138365749
"[3, 1, 0, 1, 1, 0]",6,0.09199049640199064,279.86850950359803
"[3, 0, 1, 0, 1, 2]",7,0.04609049640197327,279.86850950359803
"[1, 4, 0, 2, 0, 0]",7,0.2569904964020111,279.86850950359803
"[2, 0, 0, 2, 0, 4]",8,0.017290496401983546,279.86850950359803
"[3, 0, 3, 1, 1, 0]",8,0.1350904964019719,279.86850950359803
"[3, 1, 0, 0, 0, 0]",4,0.8571852864110951,282.8335852864111
"[3, 0, 0, 0, 0, 2]",5,1.069714713588894,282.8335852864111
"[3, 0, 3, 0, 0, 0]",6,0.8140852864111139,282.8335852864111
"[2, 2, 0, 1, 0, 1]",6,0.8191852864111411,282.8335852864111
"[2, 1, 1, 0, 0, 3]",7,0.8650852864111016,282.8335852864111
"[1, 4, 0, 0, 0, 2]",7,0.7243924889806408,292.81469248898065
"[3, 1, 2, 0, 1, 0]",7,0.8003924889806058,292.81469248898065
"[1, 4, 2, 1, 0, 0]",8,0.6353924889806422,292.81469248898065
"[2, 2, 0, 0, 1, 3]",8,0.8513924889806503,292.81469248898065
"[0, 5, 0, 1, 0, 3]",9,0.6863924889806867,292.81469248898065
"[3, 1, 1, 0, 0, 0]",5,0.8705852864047188,296.8735852864047
"[3, 1, 0, 1, 0, 0]",5,1.1022147135952878,296.8735852864047
"[3, 0, 1, 0, 0, 2]",6,1.0563147135952704,296.8735852864047
"[3, 0, 4, 0, 0, 0]",7,0.8274852864046807,296.8735852864047
"[4, 0, 1, 0, 2, 0]",7,1.0420147135952789,296.8735852864047
"[3, 2, 0, 0, 1, 0]",6,0.696771141386364,306.6945711413864
"[1, 5, 0, 1, 0, 0]",7,0.5317711413864004,306.6945711413864
"[1, 4, 1, 0, 0, 2]",8,0.5776711413864177,306.6945711413864
"[1, 4, 3, 1, 0, 0]",9,0.48867114138636225,306.6945711413864
"[2, 4, 1, 0, 2, 0]",9,0.5919711413864093,306.6945711413864
"[3, 1, 2, 0, 0, 0]",6,0.28109049639732575,309.7485095036027
"[3, 0, 0, 3, 0, 1]",7,0.17119049639734385,309.7485095036027
"[2, 2, 0, 0, 0, 3]",7,0.23009049639733803,309.7485095036027
"[3, 0, 0, 0, 1, 4]",8,0.10309049639732848,309.7485095036027
"[0, 7, 0, 1, 0, 0]",8,0.5077904963973197,309.7485095036027
"[4, 0, 1, 0, 1, 0]",6,0.6985935483249932,315.23230645167496
"[3, 0, 0, 2, 0, 2]",7,0.6697935483250603,315.23230645167496
"[3, 0, 1, 1, 0, 2]",7,1.3030064516749462,315.23230645167496
"[4, 0, 0, 2, 2, 0]",8,0.6554935483250688,315.23230645167496
"[0, 7, 0, 0, 0, 1]",8,1.006393548325093,315.23230645167496
"[2, 3, 0, 0, 0, 2]",7,0.7000852864052831,330.7335852864053
"[4, 0, 2, 0, 1, 0]",7,0.7760852864053049,330.7335852864053
"[2, 3, 2, 1, 0, 0]",8,0.6110852864052845,330.7335852864053
"[3, 1, 0, 0, 1, 3]",8,0.8270852864052358,330.7335852864053
"[0, 7, 1, 0, 0, 1]",9,0.468285286405262,330.7335852864053
"[4, 0, 0, 1, 0, 0]",5,0.6873963215967933,335.2316036784032
"[4, 0, 0, 2, 1, 0]",7,1.3285036784031945,335.2316036784032
"[3, 0, 1, 1, 0, 3]",8,0.6794963215968437,335.2316036784032
"[0, 8, 0, 0, 0, 0]",8,1.0619963215968369,335.2316036784032
"[2, 2, 0, 3, 0, 2]",9,0.7633963215968151,335.2316036784032
"[4, 0, 0, 2, 0, 0]",6,1.0216000000023087,352.9400000000023
"[3, 2, 2, 0, 0, 0]",7,0.8737000000023158,352.9400000000023
"[2, 5, 0, 0, 1, 0]",8,0.8120000000022856,352.9400000000023
"[1, 6, 0, 0, 0, 1]",8,1.2418999999977132,352.9400000000023
"[0, 8, 0, 1, 0, 0]",9,0.6470000000023219,352.9400000000023
"[4, 1, 0, 0, 0, 0]",5,1.12148616342364,360.83481383657636
"[3, 2, 1, 0, 0, 1]",7,0.8133138365763557,360.83481383657636
"[4, 0, 3, 0, 0, 0]",7,1.1645861634236212,360.83481383657636
"[2, 4, 0, 2, 0, 0]",8,0.7294138365763274,360.83481383657636
"[4, 0, 3, 1, 1, 0]",9,0.8513138365763666,360.83481383657636
"[4, 0, 1, 1, 0, 1]",7,0.15381471359387433,371.77358528640616
"[2, 4, 0, 0, 0, 2]",8,0.29661471359383995,371.77358528640616
"[3, 0, 0, 0, 0, 6]",9,0.05691471359386924,371.77358528640616
"[3, 2, 0, 0, 1, 3]",9,0.16961471359388725,371.77358528640616
"[2, 3, 0, 4, 0, 1]",10,0.27571471359379984,371.77358528640616
"[4, 0, 0, 1, 0, 2]",7,0.011599561487798837,379.89419956148777
"[4, 1, 1, 0, 1, 1]",8,0.0552004385122018,379.89419956148777
"[3, 1, 0, 2, 0, 3]",9,0.02640043851226892,379.89419956148777
"[0, 8, 0, 0, 0, 2]",10,0.3630004385122447,379.89419956148777
"[2, 2, 0, 3, 0, 4]",11,0.06440043851227983,379.89419956148777
"[4, 1, 2, 0, 0, 0]",7,0.7840852864102317,390.79358528641023
"[3, 4, 0, 0, 1, 0]",8,0.7223852864102014,390.79358528641023
"[3, 2, 0, 0, 0, 3]",8,0.8350852864102194,390.79358528641023
"[1, 7, 0, 1, 0, 0]",9,0.5573852864102378,390.79358528641023
"[1, 6, 1, 0, 0, 2]",10,0.6032852864102551,390.79358528641023
"[5, 0, 0, 1, 1, 0]",7,0.3925472407707389,397.4910527592292
"[3, 3, 0, 2, 0, 0]",8,0.5575472407708162,397.4910527592292
"[1, 7, 0, 0, 0, 1]",9,1.272452759229168,397.4910527592292
"[4, 0, 1, 1, 1, 3]",10,0.38464724077078927,397.4910527592292
"[1, 8, 0, 0, 1, 0]",10,0.7671472407708393,397.4910527592292
"[5, 0, 1, 0, 0, 0]",6,0.39241486781673984,414.3185148678167
"[4, 1, 1, 1, 0, 1]",8,0.3544148678166721,414.3185148678167
"[5, 0, 0, 2, 1, 0]",8,0.4355148678167211,414.3185148678167
"[2, 5, 0, 0, 0, 2]",9,0.21161486781670646,414.3185148678167
"[2, 5, 2, 1, 0, 0]",10,0.12261486781670783,414.3185148678167
"[4, 2, 1, 0, 0, 0]",7,0.8939852864056093,418.9135852864056
"[4, 2, 0, 1, 0, 0]",7,1.0788147135943973,418.9135852864056
"[5, 0, 0, 1, 1, 1]",8,0.9518147135943877,418.9135852864056
"[4, 1, 4, 0, 0, 0]",9,0.8508852864055712,418.9135852864056
"[3, 4, 1, 1, 1, 0]",10,1.1836147135944657,418.9135852864056
"[5, 0, 2, 0, 0, 0]",7,0.6018711413869937,428.554571141387
"[4, 3, 0, 0, 1, 0]",8,0.5401711413869634,428.554571141387
"[4, 1, 0, 0, 0, 3]",8,0.6528711413869814,428.554571141387
"[2, 6, 0, 1, 0, 0]",9,0.37517114138694296,428.554571141387
"[3, 4, 0, 1, 1, 1]",10,0.5021711413870094,428.554571141387
"[5, 0, 0, 2, 0, 0]",7,0.822747395003546,432.72104739500355
"[4, 2, 2, 0, 0, 0]",8,0.6748473950035532,432.72104739500355
"[3, 5, 0, 0, 1, 0]",9,0.6131473950035229,432.72104739500355
"[2, 6, 0, 0, 0, 1]",9,1.4407526049965327,432.72104739500355
"[1, 8, 0, 1, 0, 0]",10,0.44814739500355927,432.72104739500355
"[5, 0, 1, 0, 0, 1]",7,0.6062329656941188,435.30166703430586
"[4, 2, 1, 1, 0, 0]",8,1.2826670343058595,435.30166703430586
"[5, 0, 0, 2, 1, 1]",9,0.5631329656941375,435.30166703430586
"[2, 6, 0, 0, 0, 1]",9,1.1398670343057802,435.30166703430586
"[2, 5, 0, 0, 0, 3]",10,0.7870329656941522,435.30166703430586
"[5, 0, 2, 0, 0, 1]",8,0.893509911872286,449.0409900881277
"[5, 0, 0, 3, 0, 0]",8,1.143290088127742,449.0409900881277
"[4, 1, 0, 0, 0, 4]",9,0.8425099118722983,449.0409900881277
"[4, 2, 1, 2, 0, 0]",9,0.9774099118722575,449.0409900881277
"[2, 6, 1, 0, 0, 1]",10,0.8525900881276698,449.0409900881277
"[5, 1, 0, 0, 0, 1]",7,0.7755852864044073,464.6935852864044
"[5, 0, 0, 0, 0, 3]",8,1.151314713595582,464.6935852864044
"[3, 5, 1, 0, 0, 0]",9,0.543785286404443,464.6935852864044
"[4, 3, 1, 0, 1, 1]",10,0.6707852864044526,464.6935852864044
"[4, 1, 0, 5, 0, 1]",11,0.7584852864043796,464.6935852864044
"[5, 1, 0, 2, 0, 0]",8,0.14141471358976787,473.79358528641023
"[5, 0, 1, 1, 0, 2]",9,0.0955147135897505,473.79358528641023
"[6, 0, 1, 1, 2, 0]",10,0.0812147135898158,473.79358528641023
"[3, 4, 0, 0, 0, 3]",10,0.2383147135898298,473.79358528641023
"[3, 4, 2, 1, 0, 1]",11,0.3273147135897716,473.79358528641023
"[4, 3, 1, 0, 0, 1]",9,0.5704095035960108,482.608509503596
"[5, 2, 0, 1, 1, 0]",9,0.6515095035960599,482.608509503596
"[3, 5, 0, 2, 0, 0]",10,0.48650950359598255,482.608509503596
"[6, 0, 0, 1, 2, 1]",10,0.7785095035959557,482.608509503596
"[4, 1, 0, 2, 0, 4]",11,0.7262095035959533,482.608509503596
"[4, 4, 0, 0, 0, 0]",8,0.23281471358893668,487.8335852864111
"[5, 0, 0, 0, 0, 4]",9,0.0068852864111477174,487.8335852864111
"[3, 5, 0, 1, 0, 1]",10,0.27081471358889075,487.8335852864111
"[4, 1, 0, 1, 0, 5]",11,0.031114713588863196,487.8335852864111
"[1, 9, 1, 1, 0, 0]",12,0.5026147135889119,487.8335852864111
"[6, 0, 1, 0, 0, 0]",7,0.07747976795968725,493.8285202320403
"[6, 0, 0, 2, 1, 0]",9,0.03437976795970599,493.8285202320403
"[3, 5, 0, 0, 0, 2]",10,0.25827976795972063,493.8285202320403
"[4, 1, 0, 0, 0, 6]",11,0.018579767959693072,493.8285202320403
"[4, 2, 1, 2, 0, 2]",11,0.15347976795965224,493.8285202320403
"[6, 0, 0, 0, 0, 1]",7,1.1063861634254408,500.7548138365746
"[5, 2, 0, 1, 0, 0]",8,0.7825138365746511,500.7548138365746
"[6, 0, 0, 1, 1, 1]",9,0.9095138365746038,500.7548138365746
"[5, 1, 3, 1, 0, 0]",10,0.739413836574613,500.7548138365746
"[5, 2, 1, 0, 1, 1]",10,1.2111861634253387,500.7548138365746
"[5, 2, 0, 0, 0, 1]",8,0.24111471359151437,505.7135852864085
"[6, 0, 0, 0, 1, 2]",9,0.11411471359150482,505.7135852864085
"[7, 0, 0, 0, 3, 0]",10,0.09981471359145644,505.7135852864085
"[3, 6, 1, 0, 0, 0]",10,0.4729147135915355,505.7135852864085
"[5, 1, 0, 1, 1, 3]",11,0.1521147135914589,505.7135852864085
"[6, 0, 1, 1, 0, 0]",8,0.7337383299131375,509.1716616700869
"[6, 0, 2, 0, 0, 0]",8,1.239061670086869,509.1716616700869
"[4, 4, 0, 0, 0, 1]",9,0.8765383299131031,509.1716616700869
"[5, 0, 0, 0, 0, 5]",10,0.6368383299130755,509.1716616700869
"[3, 6, 0, 1, 0, 0]",10,1.0123616700868752,509.1716616700869
"[6, 0, 0, 2, 0, 0]",8,0.5763711413811166,512.4545711413812
"[5, 2, 2, 0, 0, 0]",9,0.42847114138123743,512.4545711413812
"[4, 5, 0, 0, 1, 0]",10,0.3667711413811503,512.4545711413812
"[4, 3, 0, 0, 0, 3]",10,0.4794711413811683,512.4545711413812
"[5, 0, 1, 2, 0, 3]",11,0.5842711413811799,512.4545711413812
"[5, 2, 0, 0, 0, 2]",9,0.1676995614941461,528.1041995614942
"[6, 0, 0, 3, 0, 0]",9,0.2265995614941403,528.1041995614942
"[5, 2, 2, 1, 0, 0]",10,0.07869956149420432,528.1041995614942
"[6, 0, 0, 0, 1, 3]",10,0.2946995614940988,528.1041995614942
"[7, 0, 0, 0, 3, 1]",11,0.3089995614942609,528.1041995614942
"[7, 0, 0, 0, 1, 0]",8,0.8495852864044764,542.6935852864044
"[5, 3, 0, 1, 0, 0]",9,0.6845852864043991,542.6935852864044
"[6, 1, 0, 1, 1, 1]",10,0.8115852864043518,542.6935852864044
"[5, 2, 3, 1, 0, 0]",11,0.6414852864044178,542.6935852864044
"[5, 0, 0, 2, 0, 5]",12,0.8862852864044726,542.6935852864044
"[6, 1, 1, 1, 0, 0]",9,0.8127138365746305,552.7548138365746
"[6, 1, 0, 2, 0, 0]",9,1.160086163425376,552.7548138365746
"[4, 5, 0, 0, 0, 1]",10,0.6699138365745512,552.7548138365746
"[5, 1, 0, 0, 0, 5]",11,0.9096138365746356,552.7548138365746
"[5, 1, 2, 1, 0, 3]",12,0.8206138365745801,552.7548138365746
"[7, 0, 1, 0, 1, 0]",9,0.07701471358973322,555.7935852864102
"[6, 0, 0, 2, 0, 2]",10,0.04821471358980034,555.7935852864102
"[7, 0, 0, 2, 2, 0]",11,0.03391471358963827,555.7935852864102
"[6, 1, 1, 1, 1, 1]",11,0.11501471358974413,555.7935852864102
"[6, 0, 2, 0, 1, 3]",12,0.0691147135897836,555.7935852864102
"[7, 0, 0, 1, 0, 0]",8,0.20511471358918243,575.6535852864108
"[6, 1, 0, 2, 0, 1]",10,0.24311471358919334,575.6535852864108
"[6, 0, 1, 1, 0, 3]",11,0.19721471358923282,575.6535852864108
"[5, 3, 2, 0, 0, 1]",11,0.3910147135891293,575.6535852864108
"[6, 1, 2, 0, 1, 2]",12,0.2640147135891766,575.6535852864108
"[7, 0, 0, 3, 0, 0]",10,0.12391471359467232,607.7335852864053
"[7, 0, 0, 0, 1, 3]",11,0.05581471359460011,607.7335852864053
"[8, 0, 0, 0, 3, 1]",12,0.041514713594779096,607.7335852864053
"[6, 0, 1, 3, 0, 3]",13,0.1160147135948364,607.7335852864053
"[6, 2, 1, 0, 2, 3]",14,0.1606147135947822,607.7335852864053
"[7, 0, 0, 0, 0, 3]",10,0.2511147135949159,625.553585286405
"[7, 2, 0, 0, 1, 0]",10,0.3638147135949339,625.553585286405
"[8, 0, 0, 0, 2, 1]",11,0.23681471359498119,625.553585286405
"[7, 0, 2, 1, 0, 1]",11,0.34011471359497136,625.553585286405
"[5, 4, 1, 0, 0, 2]",12,0.48291471359505067,625.553585286405
"[8, 0, 1, 1, 1, 0]",11,0.2763147135908639,651.5735852864091
"[7, 0, 0, 3, 0, 2]",12,0.24751471359093102,651.5735852864091
"[6, 2, 0, 0, 0, 4]",12,0.3064147135910389,651.5735852864091
"[7, 0, 0, 0, 1, 5]",13,0.1794147135908588,651.5735852864091
"[7, 0, 2, 4, 0, 0]",13,0.3365147135908728,651.5735852864091
"[8, 0, 1, 1, 0, 1]",11,0.2934147135949843,691.553585286405
"[8, 1, 2, 0, 1, 0]",12,0.36021471359492807,691.553585286405
"[7, 0, 0, 0, 0, 6]",13,0.19651471359497918,691.553585286405
"[7, 1, 1, 2, 0, 2]",13,0.3314147135949952,691.553585286405
"[7, 1, 3, 3, 0, 0]",14,0.420414713594937,691.553585286405
"[8, 1, 2, 0, 0, 0]",11,0.6844852864099948,710.61358528641
"[7, 4, 0, 0, 1, 0]",12,0.6227852864100214,710.61358528641
"[8, 0, 0, 3, 0, 1]",12,0.7943852864099199,710.61358528641
"[5, 7, 0, 1, 0, 0]",13,0.4577852864098304,710.61358528641
"[7, 1, 0, 0, 0, 5]",13,1.1914147135900066,710.61358528641
"[8, 2, 0, 0, 0, 0]",10,0.7009852864099457,724.61358528641
"[9, 0, 0, 0, 1, 1]",11,0.8279852864098984,724.61358528641
"[8, 1, 3, 0, 0, 0]",12,0.6578852864099645,724.61358528641
"[7, 4, 1, 0, 1, 0]",13,0.596185286409991,724.61358528641
"[7, 2, 1, 0, 0, 3]",13,0.708885286410009,724.61358528641
"[7, 5, 0, 0, 0, 0]",12,0.550785286405926,770.5935852864059
"[9, 0, 2, 0, 0, 1]",12,0.7394852864058521,770.5935852864059
"[8, 1, 0, 0, 0, 4]",13,0.7904852864058967,770.5935852864059
"[7, 4, 3, 0, 0, 0]",14,0.5076852864059447,770.5935852864059
"[8, 1, 2, 1, 0, 2]",14,0.7014852864058412,770.5935852864059
