"PTM pattern (P,Ac,Me,Ox,-H2O,Na)",amount of PTMs,mass error (Da),mass shift
"(0, 1, 1, 0, 0, 0)",2,0.5647427728019707,55.498557227198035
"(0, 0, 0, 2, 0, 1)",3,1.517957227198039,55.498557227198035
"(0, 0, 1, 0, 0, 2)",3,2.491642772801967,55.498557227198035
"(0, 1, 0, 2, 1, 0)",4,0.5216427728019681,55.498557227198035
"(0, 1, 1, 1, 1, 0)",4,1.4511572271980313,55.498557227198035
"(0, 1, 0, 1, 0, 0)",2,0.7048618485398777,58.74096184853988
"(0, 0, 1, 0, 0, 2)",3,0.7507618485398808,58.74096184853988
"(0, 0, 0, 1, 0, 2)",3,1.2220381514601186,58.74096184853988
"(0, 0, 3, 1, 0, 0)",4,0.6617618485398822,58.74096184853988
"(0, 1, 1, 0, 1, 1)",4,1.2888381514601264,58.74096184853988
"(1, 0, 0, 0, 1, 0)",2,0.4479456535039077,62.41254565350391
"(0, 1, 0, 0, 0, 1)",2,1.605954346496091,62.41254565350391
"(0, 0, 0, 1, 0, 2)",3,2.449545653503911,62.41254565350391
"(0, 0, 1, 3, 0, 0)",4,0.387745653503913,62.41254565350391
"(0, 1, 1, 0, 1, 1)",4,2.3827456535039033,62.41254565350391
"(0, 1, 0, 0, 0, 1)",2,2.46727942846168,66.48577942846168
"(0, 2, 0, 0, 1, 0)",3,0.42767942846167273,66.48577942846168
"(0, 0, 0, 0, 0, 3)",3,0.5403794284616765,66.48577942846168
"(1, 0, 0, 0, 2, 1)",4,0.5546794284616823,66.48577942846168
"(1, 1, 0, 0, 3, 0)",5,1.484920571538325,66.48577942846168
"(1, 0, 0, 0, 0, 0)",1,0.24389999999557688,79.73600000000442
"(0, 1, 0, 1, 0, 1)",3,0.2818999999955736,79.73600000000442
"(1, 0, 0, 1, 1, 0)",3,1.7720000000044251,79.73600000000442
"(0, 0, 1, 0, 0, 3)",4,0.23599999999558463,79.73600000000442
"(0, 0, 0, 1, 0, 3)",4,2.208799999995577,79.73600000000442
"(1, 0, 1, 0, 0, 0)",2,0.8220530585708303,94.82855305857083
"(1, 0, 0, 1, 0, 0)",2,1.150746941429162,94.82855305857083
"(0, 1, 1, 1, 0, 1)",4,0.7840530585708336,94.82855305857083
"(1, 0, 0, 2, 1, 0)",4,0.8651530585708258,94.82855305857083
"(0, 1, 0, 2, 0, 1)",4,1.188746941429173,94.82855305857083
"(1, 0, 0, 1, 0, 0)",2,1.4464794284640163,97.42577942846401
"(0, 2, 1, 0, 0, 0)",3,0.6742205715359972,97.42577942846401
"(1, 0, 1, 0, 1, 1)",4,0.5472205715360019,97.42577942846401
"(0, 1, 0, 2, 0, 1)",4,1.4084794284640054,97.42577942846401
"(0, 0, 0, 2, 0, 3)",5,0.518420571535998,97.42577942846401
"(1, 0, 1, 1, 0, 0)",3,0.7213311991180262,109.28456880088197
"(1, 0, 2, 0, 0, 0)",3,1.251468800881966,109.28456880088197
"(0, 3, 0, 0, 1, 0)",4,1.18976880088195,109.28456880088197
"(0, 1, 0, 0, 0, 3)",4,1.302468800881968,109.28456880088197
"(0, 0, 0, 0, 0, 5)",5,0.6244311991180211,109.28456880088197
"(1, 1, 0, 1, 0, 0)",3,0.3625530585737238,138.37855305857374
"(1, 0, 1, 0, 0, 2)",4,0.40845305857374115,138.37855305857374
"(1, 0, 0, 1, 0, 2)",4,1.5643469414262654,138.37855305857374
"(1, 0, 3, 1, 0, 0)",5,0.3194530585737425,138.37855305857374
"(1, 1, 1, 0, 1, 1)",5,1.631146941426266,138.37855305857374
"(1, 1, 1, 1, 0, 0)",4,0.8807404554893594,151.16185954451066
"(1, 1, 2, 0, 0, 0)",4,1.0920595445106471,151.16185954451066
"(1, 0, 2, 0, 0, 2)",5,0.834840455489342,151.16185954451066
"(0, 4, 0, 0, 1, 0)",5,1.0303595445106453,151.16185954451066
"(0, 2, 0, 0, 0, 3)",5,1.1430595445106633,151.16185954451066
"(2, 0, 1, 0, 0, 0)",3,1.744540455487595,172.2418595445124
"(1, 1, 2, 0, 0, 1)",5,0.19025954451240068,172.2418595445124
"(2, 0, 1, 1, 1, 0)",5,0.27135954451239286,172.2418595445124
"(2, 0, 0, 2, 1, 0)",5,1.7014404554875853,172.2418595445124
"(0, 3, 0, 0, 0, 2)",5,2.1681595445123776,172.2418595445124
"(2, 0, 0, 1, 0, 0)",3,1.7203351138643939,177.6795351138644
