"PTM pattern (P,Ac,Me,Ox,-H2O,Na)",amount of PTMs,mass error (Da),mass shift
"(0, 0, 0, 1, 0, 0)",1,0.11185040724437023,16.11125040724437
"(0, 0, 0, 2, 1, 0)",3,2.1277504072443705,16.11125040724437
"(0, 0, 1, 1, 2, 1)",5,0.13405040724437,16.11125040724437
"(0, 0, 0, 2, 2, 1)",5,1.8387495927556294,16.11125040724437
"(0, 1, 1, 1, 3, 0)",6,1.90554959275563,16.11125040724437
"(0, 1, 0, 1, 0, 0)",2,0.8630720964986551,58.89917209649866
"(0, 0, 1, 0, 0, 2)",3,0.9089720964986583,58.89917209649866
"(0, 0, 0, 1, 0, 2)",3,1.0638279035013412,58.89917209649866
"(0, 0, 3, 1, 0, 0)",4,0.8199720964986597,58.89917209649866
"(0, 0, 2, 2, 0, 0)",4,1.1528279035013398,58.89917209649866
"(0, 2, 0, 0, 1, 0)",3,1.471742896525214,67.52984289652522
"(0, 0, 0, 0, 0, 3)",3,1.5844428965252177,67.52984289652522
"(0, 1, 0, 0, 1, 2)",4,0.45515710347478944,67.52984289652522
"(1, 1, 0, 0, 3, 0)",5,0.4408571034747837,67.52984289652522
"(0, 0, 0, 0, 1, 4)",5,2.3820571034747786,67.52984289652522
"(1, 0, 0, 0, 0, 0)",1,0.5960999999936547,80.57599999999366
"(0, 1, 0, 1, 0, 1)",3,0.558099999993658,80.57599999999366
"(0, 2, 1, 0, 1, 0)",4,0.49129999999364315,80.57599999999366
"(0, 0, 1, 0, 0, 3)",4,0.603999999993647,80.57599999999366
"(0, 0, 0, 1, 0, 3)",4,1.3688000000063454,80.57599999999366
"(1, 0, 0, 1, 0, 0)",2,1.0272772552552567,97.00657725525525
"(0, 2, 1, 0, 0, 0)",3,1.0934227447447569,97.00657725525525
"(1, 0, 1, 0, 1, 1)",4,0.9664227447447615,97.00657725525525
"(0, 1, 0, 2, 0, 1)",4,0.9892772552552458,97.00657725525525
"(0, 0, 0, 2, 0, 3)",5,0.9376227447447576,97.00657725525525
"(1, 0, 0, 0, 0, 1)",2,2.415464426776623,99.54623557322338
"(0, 2, 0, 1, 0, 0)",3,0.5265644267766163,99.54623557322338
"(0, 2, 1, 0, 0, 0)",3,1.446235573223376,99.54623557322338
"(1, 0, 0, 1, 1, 1)",4,0.39956442677662096,99.54623557322338
"(0, 1, 1, 0, 0, 2)",4,0.48066442677662735,99.54623557322338
"(1, 1, 1, 0, 0, 0)",3,0.5266428965260843,136.5698428965261
"(1, 1, 0, 1, 0, 0)",3,1.4461571034739222,136.5698428965261
"(1, 0, 1, 0, 0, 2)",4,1.4002571034739049,136.5698428965261
"(1, 0, 4, 0, 0, 0)",5,0.48354289652610305,136.5698428965261
"(1, 1, 0, 2, 1, 0)",5,0.569742896526094,136.5698428965261
"(2, 0, 0, 1, 0, 0)",3,0.8368000000020857,176.7960000000021
"(1, 2, 1, 0, 0, 0)",4,1.2838999999979137,176.7960000000021
"(1, 1, 0, 2, 0, 1)",5,0.7988000000021032,176.7960000000021
"(2, 0, 1, 0, 1, 1)",5,1.1568999999979042,176.7960000000021
"(0, 3, 2, 0, 0, 1)",6,0.6509000000020819,176.7960000000021
"(2, 0, 1, 0, 0, 1)",4,1.5619644267760293,194.40623557322397
"(2, 0, 0, 2, 0, 0)",4,2.4476355732239767,194.40623557322397
"(1, 2, 1, 1, 0, 0)",5,0.32693557322394895,194.40623557322397
"(1, 2, 0, 2, 0, 0)",5,1.6458644267760292,194.40623557322397
"(1, 2, 2, 0, 0, 0)",5,2.2997355732239555,194.40623557322397
"(2, 1, 0, 2, 0, 0)",5,0.3345428965281485,234.32984289652813
"(3, 0, 1, 0, 1, 0)",5,1.6211571034718872,234.32984289652813
"(1, 3, 2, 0, 0, 0)",6,0.18664289652809885,234.32984289652813
"(2, 0, 1, 1, 0, 2)",6,0.38044289652810903,234.32984289652813
"(0, 5, 0, 0, 0, 1)",6,2.1645428965281326,234.32984289652813
"(3, 0, 1, 0, 1, 0)",5,0.9315392758589951,236.88253927585902
"(3, 0, 0, 1, 1, 0)",5,1.0412607241410115,236.88253927585902
"(2, 1, 1, 0, 0, 1)",5,1.1223607241409752,236.88253927585902
"(1, 3, 1, 1, 0, 0)",6,0.7665392758589746,236.88253927585902
"(2, 0, 0, 2, 0, 2)",6,0.9603392758590132,236.88253927585902
"(3, 0, 1, 0, 0, 0)",4,0.811739234872249,254.77803923487227
"(3, 0, 0, 1, 0, 0)",4,1.1610607651277576,254.77803923487227
"(2, 1, 1, 1, 0, 1)",6,0.7737392348722665,254.77803923487227
"(3, 0, 0, 2, 1, 0)",6,0.8548392348722587,254.77803923487227
"(2, 1, 0, 2, 0, 1)",6,1.1990607651277116,254.77803923487227
"(3, 0, 0, 1, 0, 0)",4,1.7555405100825112,257.69464051008254
"(2, 2, 1, 0, 0, 0)",5,0.3651594899174597,257.69464051008254
"(2, 2, 0, 1, 0, 0)",5,2.3379594899174663,257.69464051008254
"(3, 0, 1, 0, 1, 1)",6,0.23815948991745017,257.69464051008254
"(3, 0, 0, 1, 1, 1)",6,2.2109594899174567,257.69464051008254
"(3, 0, 0, 0, 0, 1)",4,0.6034607651268971,261.31803923487314
"(2, 2, 0, 1, 0, 0)",5,1.285439234873138,261.31803923487314
"(2, 1, 0, 1, 0, 2)",6,0.6414607651268511,261.31803923487314
"(1, 4, 1, 0, 0, 0)",6,0.8352607651268613,261.31803923487314
"(3, 0, 0, 1, 1, 1)",6,1.4124392348731476,261.31803923487314
"(3, 0, 1, 0, 0, 1)",5,1.2161000000109539,274.73199999998906
"(2, 2, 1, 1, 0, 0)",6,0.6727999999890244,274.73199999998906
"(2, 2, 0, 2, 0, 0)",6,1.3000000000109821,274.73199999998906
"(0, 6, 0, 0, 0, 1)",7,0.5299999999890019,274.73199999998906
"(0, 5, 0, 0, 0, 3)",8,1.3969000000109304,274.73199999998906
"(3, 1, 1, 0, 0, 0)",5,0.6767644267777655,295.3262355732222
"(3, 0, 0, 2, 0, 1)",6,1.4059355732221661,295.3262355732222
"(3, 1, 0, 2, 1, 0)",7,0.6336644267778411,295.3262355732222
"(2, 2, 1, 1, 0, 1)",7,0.7147644267777764,295.3262355732222
"(0, 7, 0, 0, 0, 0)",7,1.0693355732221903,295.3262355732222
"(4, 0, 1, 0, 1, 0)",6,0.7349000000036767,315.1959999999963
"(3, 1, 0, 2, 0, 0)",6,1.2207999999962453,315.1959999999963
"(3, 0, 0, 2, 0, 2)",7,0.7061000000037438,315.1959999999963
"(2, 3, 2, 0, 0, 0)",7,1.0728999999962525,315.1959999999963
"(0, 7, 0, 0, 0, 1)",8,1.0427000000037765,315.1959999999963
"(4, 0, 1, 0, 0, 0)",5,1.102286168746673,332.8439138312533
"(1, 6, 0, 0, 0, 0)",7,0.6438138312532828,332.8439138312533
"(2, 3, 1, 2, 0, 0)",8,0.7486138312532944,332.8439138312533
"(2, 4, 0, 0, 1, 1)",8,0.7708138312532924,332.8439138312533
"(3, 2, 2, 0, 1, 0)",8,1.2070861687467414,332.8439138312533
"(4, 0, 0, 1, 0, 0)",5,0.5546553250152328,335.36434467498475
"(3, 1, 0, 2, 0, 1)",7,0.5926553250153006,335.36434467498475
"(4, 0, 0, 2, 1, 0)",7,1.461244674984755,335.36434467498475
"(3, 0, 1, 1, 0, 3)",8,0.5467553250152832,335.36434467498475
"(0, 8, 0, 0, 0, 0)",8,0.9292553250152764,335.36434467498475
"(4, 0, 0, 0, 0, 1)",5,2.4419116139858374,344.34331161398586
"(4, 1, 0, 0, 1, 0)",6,0.4023116139858871,344.34331161398586
"(3, 2, 0, 0, 0, 1)",6,1.6515883860141685,344.34331161398586
"(2, 4, 0, 1, 0, 0)",7,0.23731161398586664,344.34331161398586
"(1, 6, 1, 0, 0, 0)",8,1.8833883860141327,344.34331161398586
"(4, 0, 2, 0, 0, 0)",6,0.6179812370060063,348.590781237006
"(4, 0, 1, 1, 0, 0)",6,1.3548187629940003,348.590781237006
"(3, 3, 0, 0, 1, 0)",7,0.556281237005976,348.590781237006
"(3, 1, 0, 0, 0, 3)",7,0.668981237005994,348.590781237006
"(2, 4, 0, 0, 0, 1)",7,1.497618762993966,348.590781237006
"(4, 0, 0, 1, 0, 1)",6,0.8832607241389496,357.01753927586105
"(4, 1, 1, 0, 1, 0)",7,0.9500607241388934,357.01753927586105
"(3, 2, 0, 2, 0, 0)",7,1.0056392758610286,357.01753927586105
"(2, 4, 2, 0, 0, 0)",8,0.8577392758610358,357.01753927586105
"(4, 0, 0, 2, 1, 1)",8,1.1326392758610382,357.01753927586105
"(4, 0, 1, 1, 0, 1)",7,0.4488652412696865,372.3762652412697
"(4, 0, 0, 2, 0, 1)",7,1.52393475873032,372.3762652412697
"(2, 5, 0, 0, 0, 0)",7,2.23296524126971,372.3762652412697
"(4, 0, 2, 0, 0, 1)",7,2.421665241269693,372.3762652412697
"(1, 7, 0, 0, 0, 0)",8,1.8605347587302958,372.3762652412697
"(4, 1, 1, 0, 0, 0)",6,0.7130571034695095,375.26984289653046
"(4, 0, 0, 2, 0, 1)",7,1.3696428965304221,375.26984289653046
"(4, 1, 0, 2, 1, 0)",8,0.6699571034695282,375.26984289653046
"(3, 2, 1, 1, 0, 1)",8,0.7510571034695772,375.26984289653046
"(1, 7, 0, 0, 0, 0)",8,1.0330428965304463,375.26984289653046
"(4, 1, 0, 1, 0, 0)",6,0.2505355732268981,378.2062355732269
"(4, 0, 1, 0, 0, 2)",7,0.2964355732269155,378.2062355732269
"(4, 0, 0, 1, 0, 2)",7,1.676364426773091,378.2062355732269
"(3, 3, 1, 0, 0, 0)",7,1.8701644267731012,378.2062355732269
"(3, 2, 0, 2, 0, 1)",8,0.21253557322683037,378.2062355732269
"(5, 0, 1, 0, 1, 0)",7,0.6242227447458504,395.2865772552541
"(4, 1, 0, 2, 0, 0)",7,1.3314772552540717,395.2865772552541
"(4, 0, 0, 2, 0, 2)",8,0.5954227447459175,395.2865772552541
"(3, 3, 1, 1, 0, 0)",8,0.7892227447459277,395.2865772552541
"(4, 0, 1, 1, 0, 2)",8,1.377377255254089,395.2865772552541
"(5, 0, 1, 0, 0, 0)",6,0.9618999999990478,414.887999999999
"(5, 0, 0, 1, 0, 0)",6,1.0109000000009587,414.887999999999
"(4, 1, 1, 1, 0, 1)",8,0.9238999999989801,414.887999999999
"(5, 0, 0, 2, 1, 0)",8,1.0049999999990291,414.887999999999
"(4, 1, 0, 2, 0, 1)",8,1.0489000000010265,414.887999999999
"(5, 0, 0, 2, 0, 0)",7,0.5256999999917866,432.4239999999918
"(4, 2, 2, 0, 0, 0)",8,0.3777999999917938,432.4239999999918
"(3, 4, 0, 0, 0, 1)",8,2.3556999999917707,432.4239999999918
"(3, 5, 0, 0, 1, 0)",9,0.3160999999917635,432.4239999999918
"(2, 6, 0, 0, 0, 1)",9,1.737800000008292,432.4239999999918
"(5, 1, 0, 0, 0, 0)",6,1.7499644267771828,440.1862355732228
"(5, 0, 0, 1, 0, 1)",7,2.305535573222812,440.1862355732228
"(4, 2, 1, 0, 0, 1)",8,0.18483557322281285,440.1862355732228
"(5, 1, 0, 1, 1, 0)",8,0.2659355732228619,440.1862355732228
"(4, 2, 0, 1, 0, 1)",8,1.7879644267771937,440.1862355732228
"(4, 3, 0, 0, 0, 0)",7,2.286565241272001,448.31626524127205
"(4, 2, 0, 0, 0, 2)",8,0.35966524127206867,448.31626524127205
"(3, 5, 0, 0, 0, 0)",8,1.806934758727948,448.31626524127205
"(4, 2, 2, 1, 0, 0)",9,0.27066524127207003,448.31626524127205
"(3, 4, 0, 1, 0, 1)",9,2.248565241272047,448.31626524127205
"(4, 4, 0, 0, 0, 0)",8,2.149865241266184,490.2162652412662
"(4, 3, 0, 0, 0, 2)",9,0.22296524126619488,490.2162652412662
"(6, 0, 2, 0, 1, 0)",9,0.2989652412662167,490.2162652412662
"(3, 6, 0, 0, 0, 0)",9,1.9436347587338219,490.2162652412662
"(4, 2, 0, 0, 0, 4)",10,1.7039347587337943,490.2162652412662
