mass shift,pvalue nutlin_only_rep5,chi_score nutlin_only_rep5,pvalue uv_7hr_rep5,chi_score uv_7hr_rep5,pvalue nutlin_only_rep6,chi_score nutlin_only_rep6,pvalue uv_7hr_rep6,chi_score uv_7hr_rep6
120.6949292058489,0.9999996065659477,0.02671905343767024,0.999999940391363,0.014221827173948483,0.9999998552078656,0.01912935347885001,0.9999971359641486,0.051946714349700225
136.20497344247997,0.9999955809925298,0.06008713204647359,,,,,,
180.27994752777886,,,,,0.9999929077596112,0.07044154966367643,0.9999947496248773,0.06366941270622385
200.6913377118035,0.9999950308628041,0.06250256169970027,0.999999976181936,0.01047010118429745,0.9999999947045547,0.006339553921193516,0.9999998074517554,0.021041121706107502
216.7373142667857,,,,,0.9999994799561841,0.029332709836964913,0.9999989377641508,0.0372542250826455
259.312431740429,,,,,,,0.999997999822096,0.04605413665441099
297.82883419911377,0.9999997419883196,0.023203463283151645,0.9999999444556149,0.01389038875531301,0.999999993040537,0.018867632852101857,0.9999995863839183,0.0271698567110194
309.94186751983943,,,,,0.9999998017195817,0.021248432178261566,,
357.41470815853245,0.999998699505333,0.03986695885845917,0.9999978017152266,0.04753579493898201,0.9999994833991827,0.029267595093174777,0.9999999602995284,0.012417083843384268
377.2763409384861,0.9999981388083581,0.04495554117954498,0.9999998755449059,0.018186048417992207,0.9999997657344593,0.02246652185392344,0.9999999761809418,0.010470247047094127
394.5520561407902,0.9999930428006104,0.06998763273536635,0.9999999884769133,0.00821705235042378,0.9999999889788403,0.021522304408757055,0.9999997922388588,0.021582737474872233
435.68732294726215,,,0.9999996042895029,0.026770659887580386,0.9999998479162127,0.04568006823825697,0.9999935954019612,0.06806696085649859
454.3556470258336,0.9999973630770796,0.0505266791061102,0.9999999478900885,0.013597484195944112,0.9999998943229422,0.01721902466787533,0.999999930878626,0.01494269410948226
468.6247189997375,0.9999939520745948,0.06676837901513442,,,,,,
473.0527382876826,,,,,0.9999982269020408,0.0926288277019331,0.9999956537026319,0.05975326102411899
477.0619514038044,0.999999561643371,0.02770296946314904,0.9999998339995543,0.020023357243194834,,,,
493.8714850148026,0.999996755162858,0.054168903359136995,,,,,0.9999995829806827,0.02724442494902772
516.7372988915886,,,,,,,0.9999999543896493,0.01300591219817657
534.8519305814043,0.9999976054503233,0.04891879100812358,0.9999995497981582,0.02795115014701558,0.999997573154996,0.049139083914801485,0.9999991452487492,0.0346396361114271
553.1583387545543,0.9999995243245792,0.028470537983337266,0.9999999891513006,0.008053353896947708,0.9999994283693063,0.030275771001657376,0.9999999616913445,0.01227002311077331
569.5229863523855,0.9999986310322136,0.04055821320609694,,,,,,
610.4378702350077,0.9999997645647023,0.022503959029044722,,,,,,
613.7859311570428,,,0.9999996566152539,0.025530516821778603,0.9999998806505115,0.017933315565625947,,
633.7253735542472,0.9999987761133879,0.039064336176996096,0.9999998817414162,0.01787838617795782,0.9999997020294157,0.02434779134955526,0.9999978895985252,0.04688991545788243
652.4669445653053,0.9999910739004774,0.07610771682411799,0.9999995425411959,0.028101061360238586,,,,
692.5607445820715,,,0.9999999813765299,0.009644746122112191,,,,
711.7797551095573,,,0.9999999786670651,0.010092027132318231,,,,
731.7517647457207,,,0.9999999287117947,0.015097524677105952,,,,
792.8877591859055,,,0.999999955724736,0.012877545722725666,,,,
812.517373189854,,,0.9999998669235506,0.01859759775798588,,,,
