mass shift,mass error (Da),PTM pattern,amount of PTMs
394.5520561407902,0.45065614079024907,3[Ph-OH]1[Ac]1[Me3]1[Ox],6
394.5520561407902,0.49365614079027864,3[Ph-OH]2[Ac]1[Ox],6
435.68732294726215,1.4123229472621688,2[Ph-OH]2[Cys],4
435.68732294726215,0.24277705273783567,3[Ph]2[Ph-OH],5
435.68732294726215,0.5776229472621708,3[Ph-OH]1[Cys]1[Na],5
435.68732294726215,1.4619770527378364,1[Ph]2[Ph-OH]1[Ac]1[Cys],5
435.68732294726215,1.5049770527378996,1[Ph]2[Ph-OH]1[Me3]1[Cys],5
435.68732294726215,0.1722229472620711,2[Me2]3[Cys]1[Na],6
435.68732294726215,0.1724229472620711,1[Me1]1[Me3]3[Cys]1[Na],6
435.68732294726215,0.2153229472620969,1[Ac]1[Me1]3[Cys]1[Na],6
435.68732294726215,0.25707705273784,4[Ph-OH]2[Na],6
435.68732294726215,0.3460770527378827,4[Ph-OH]1[Me2]1[Ox],6
454.3556470258336,1.0664529741664523,1[Ph-OH]3[Cys],4
454.3556470258336,0.41024702583365524,2[Ph]3[Ph-OH],5
454.3556470258336,0.8089529741663455,3[Ph-OH]1[Ac]1[Cys],5
454.3556470258336,0.8519529741664087,3[Ph-OH]1[Me3]1[Cys],5
454.3556470258336,0.9494470258336174,1[Ph]1[Ox]3[Cys],5
454.3556470258336,0.004847025833562668,2[Ph]2[Me2]2[Cys],6
454.3556470258336,0.004947025833562668,2[Ph]1[Me1]1[Me3]2[Cys],6
454.3556470258336,0.04794702583360264,2[Ph]1[Ac]1[Me1]2[Cys],6
454.3556470258336,0.11474702583365115,1[Ph]1[Ph-OH]1[Ox]2[Cys]1[Na],6
454.3556470258336,1.2143529741664452,1[Ac]2[Me2]3[Cys],6
468.6247189997375,0.8239810002625063,1[Ph-OH]1[Me1]3[Cys],5
468.6247189997375,0.24741899973753334,2[Ph]1[Me2]1[Me3]2[Cys],6
468.6247189997375,0.2904189997375397,2[Ph]1[Ac]1[Me2]2[Cys],6
468.6247189997375,0.5664810002624563,3[Ph-OH]1[Ac]1[Me1]1[Cys],6
468.6247189997375,0.6094810002624627,3[Ph-OH]1[Me1]1[Me3]1[Cys],6
468.6247189997375,0.6095810002624626,3[Ph-OH]2[Me2]1[Cys],6
468.6247189997375,0.6527189997375605,2[Ph]3[Ph-OH]1[Me1],6
468.6247189997375,0.780881000262525,1[Ph]2[Ox]3[Cys],6
468.6247189997375,0.9287810002625179,2[Ac]1[Me2]3[Cys],6
468.6247189997375,1.0147810002625306,1[Me2]2[Me3]3[Cys],6
473.0527382876826,1.0920382876826125,1[Ph]4[Ph-OH],5
473.0527382876826,0.02386171231745493,3[Ph]1[Ph-OH]1[Ox]1[Cys],6
473.0527382876826,0.3624617123174403,1[Ph]1[Me1]3[Cys]1[Na],6
473.0527382876826,0.6866382876825696,1[Ph]1[Ph-OH]2[Me2]2[Cys],6
473.0527382876826,0.6868382876825696,1[Ph]1[Ph-OH]1[Me1]1[Me3]2[Cys],6
473.0527382876826,0.7297382876825509,1[Ph]1[Ph-OH]1[Ac]1[Me1]2[Cys],6
473.0527382876826,0.7965382876826287,2[Ph-OH]1[Ox]2[Cys]1[Na],6
473.0527382876826,1.2430617123174557,1[Ph]1[Ph-OH]1[Ac]1[Ox]2[Cys],6
473.0527382876826,1.2860617123174052,1[Ph]1[Ph-OH]1[Me3]1[Ox]2[Cys],6
473.0527382876826,1.0540382876826015,4[Ph-OH]1[Ac]1[Ox]1[Na],7
477.0619514038044,0.492751403804391,4[Cys],4
477.0619514038044,0.341948596195607,1[Ph-OH]3[Cys]1[Na],5
477.0619514038044,0.7072514038044044,2[Ph-OH]1[Me3]2[Cys],5
477.0619514038044,0.7502514038044217,2[Ph-OH]1[Ac]2[Cys],5
477.0619514038044,1.1623485961956135,3[Ph]2[Cys],5
477.0619514038044,0.084448596195557,3[Ph-OH]1[Ac]1[Cys]1[Na],6
477.0619514038044,0.12744859619556337,3[Ph-OH]1[Me3]1[Cys]1[Na],6
477.0619514038044,0.7071514038044072,2[Ph-OH]1[Me1]1[Me2]2[Cys],6
477.0619514038044,0.9048485961955635,3[Ph]2[Ph-OH]1[Ac],6
477.0619514038044,1.176648596195605,2[Ph-OH]2[Cys]2[Na],6
493.8714850148026,0.7636850148026193,1[Ph]3[Ph-OH]1[Cys],5
493.8714850148026,1.302885014802598,1[Ox]4[Cys],5
493.8714850148026,0.0710149851973938,1[Ph]4[Ph-OH]1[Na],6
493.8714850148026,0.35221498519740635,3[Ph]1[Ox]2[Cys],6
493.8714850148026,0.35828501480256564,1[Ph]2[Me2]3[Cys],6
493.8714850148026,0.3583850148025931,1[Ph]1[Me1]1[Me3]3[Cys],6
493.8714850148026,0.4013850148025772,1[Ph]1[Ac]1[Me1]3[Cys],6
493.8714850148026,0.46818501480254465,1[Ph-OH]1[Ox]3[Cys]1[Na],6
493.8714850148026,1.517385014802641,2[Ph-OH]1[Me3]1[Ox]2[Cys],6
493.8714850148026,1.5603850148025826,2[Ph-OH]1[Ac]1[Ox]2[Cys],6
516.7372988915886,0.649401108411439,2[Ph]3[Cys],5
516.7372988915886,0.39190110841138903,2[Ph]2[Ph-OH]1[Ac]1[Cys],6
516.7372988915886,0.4349011084115091,2[Ph]2[Ph-OH]1[Me3]1[Cys],6
516.7372988915886,0.8272988915886117,4[Ph]2[Ph-OH],6
516.7372988915886,1.2919011084113663,5[Ph-OH]1[Me2],6
516.7372988915886,1.484101108411437,2[Ph]1[Ph-OH]2[Cys]1[Na],6
516.7372988915886,0.3187988915885853,1[Ph]1[Ph-OH]2[Me3]1[Ox]2[Cys],7
516.7372988915886,0.3617988915886168,1[Ph]1[Ph-OH]1[Ac]1[Me3]1[Ox]2[Cys],7
516.7372988915886,0.40479889158858806,1[Ph]1[Ph-OH]2[Ac]1[Ox]2[Cys],7
516.7372988915886,0.4350011084113703,2[Ph]2[Ph-OH]1[Me1]1[Me2]1[Cys],7
534.8519305814043,0.55006941859574,1[Ph]1[Ph-OH]3[Cys],5
534.8519305814043,0.20363058140424073,1[Me3]1[Ox]4[Cys],6
534.8519305814043,0.24663058140427266,1[Ac]1[Ox]4[Cys],6
534.8519305814043,0.2925694185957307,1[Ph]3[Ph-OH]1[Ac]1[Cys],6
534.8519305814043,0.33556941859569633,1[Ph]3[Ph-OH]1[Me3]1[Cys],6
534.8519305814043,0.9266305814044244,3[Ph]3[Ph-OH],6
534.8519305814043,1.3847694185958517,1[Ph]2[Ph-OH]2[Cys]1[Na],6
534.8519305814043,1.4658305814043298,2[Ph]1[Ox]3[Cys],6
534.8519305814043,0.1892694185956998,5[Ph]1[Ox]1[Cys],7
534.8519305814043,0.7408694185957074,1[Ph]1[Me1]2[Me3]3[Cys],7
553.1583387545543,0.25896124544578925,2[Ph-OH]3[Cys],5
553.1583387545543,0.0014612454457392232,4[Ph-OH]1[Ac]1[Cys],6
553.1583387545543,0.04446124544574559,4[Ph-OH]1[Me3]1[Cys],6
553.1583387545543,1.0936612454456736,3[Ph-OH]2[Cys]1[Na],6
553.1583387545543,1.2177387545542615,2[Ph]4[Ph-OH],6
553.1583387545543,0.04456124544572049,4[Ph-OH]1[Me1]1[Me2]1[Cys],7
553.1583387545543,0.10183875455425645,4[Ph]1[Ph-OH]1[Ox]1[Cys],7
553.1583387545543,0.23676124544579125,2[Ph]1[Me1]3[Cys]1[Na],7
553.1583387545543,0.36376124544574395,1[Ph-OH]2[Ac]1[Me1]3[Cys],7
553.1583387545543,0.4068612454457252,1[Ph-OH]1[Ac]2[Me2]3[Cys],7
569.5229863523855,0.10628635238549577,2[Ph-OH]1[Ox]3[Cys],6
569.5229863523855,0.432913647614555,1[Ph]5[Ph-OH],6
569.5229863523855,1.052713647614496,1[Ph]1[Me1]4[Cys],6
569.5229863523855,0.3207863523854968,4[Ph-OH]1[Me3]1[Ox]1[Cys],7
569.5229863523855,0.36378635238545387,4[Ph-OH]1[Ac]1[Ox]1[Cys],7
569.5229863523855,0.423986352385441,3[Ph]2[Ph-OH]1[Me1]1[Cys],7
569.5229863523855,0.7284136476145022,3[Ph-OH]1[Ox]2[Cys]1[Na],7
569.5229863523855,0.7952136476145616,1[Ph]2[Ph-OH]1[Ac]1[Me1]2[Cys],7
569.5229863523855,0.8382136476145661,1[Ph]2[Ph-OH]1[Me1]1[Me3]2[Cys],7
569.5229863523855,0.8390863523854932,1[Me2]1[Me3]4[Cys]1[Na],7
610.4378702350077,0.6997702350076906,1[Me1]5[Cys],6
610.4378702350077,1.273029764992316,1[Ox]5[Cys],6
610.4378702350077,1.3195702350077652,5[Ph-OH]1[Cys],6
610.4378702350077,0.13492976499230735,1[Ph-OH]1[Me1]4[Cys]1[Na],7
610.4378702350077,0.20367023500772316,2[Ph]2[Ph-OH]1[Ox]2[Cys],7
610.4378702350077,0.48487023500773757,6[Ph-OH]1[Na],7
610.4378702350077,0.914170235007733,2[Ph-OH]2[Me2]3[Cys],7
610.4378702350077,0.914270235007733,2[Ph-OH]1[Me1]1[Me3]3[Cys],7
610.4378702350077,0.955329764992257,3[Ph]1[Me1]3[Cys],7
610.4378702350077,1.5547297649923166,1[Ph]5[Ph-OH]1[Ac],7
613.7859311570428,1.5358311570428214,1[Ph]3[Ph-OH]2[Cys],6
613.7859311570428,0.11926884295721152,4[Ph]3[Ph-OH],7
613.7859311570428,0.4199311570428217,3[Ph]1[Ox]3[Cys],7
613.7859311570428,0.7011311570427945,1[Ph]4[Ph-OH]1[Cys]1[Na],7
613.7859311570428,0.7992688429573036,1[Ph]1[Ac]1[Ox]4[Cys],7
613.7859311570428,0.8422688429571963,1[Ph]1[Me3]1[Ox]4[Cys],7
613.7859311570428,1.130431157042728,1[Ph]2[Me2]4[Cys],7
613.7859311570428,1.1305311570428103,1[Ph]1[Me1]1[Me3]4[Cys],7
613.7859311570428,1.17353115704284,1[Ph]1[Ac]1[Me1]4[Cys],7
613.7859311570428,1.2403311570427376,1[Ph-OH]1[Ox]4[Cys]1[Na],7
633.7253735542472,0.32817355424708694,1[Ph]2[Ph-OH]3[Cys],6
633.7253735542472,0.03267355424713969,1[Ox]5[Cys]1[Na],7
633.7253735542472,0.5065264457529111,1[Ph]3[Ph-OH]2[Cys]1[Na],7
633.7253735542472,0.5426735542471306,1[Ph]4[Ph-OH]1[Me3]1[Cys],7
633.7253735542472,0.5856735542472231,1[Ph]4[Ph-OH]1[Ac]1[Cys],7
633.7253735542472,1.0818735542471773,1[Ph-OH]1[Me3]1[Ox]4[Cys],7
633.7253735542472,1.1248735542471402,1[Ph-OH]1[Ac]1[Ox]4[Cys],7
633.7253735542472,1.3269264457528607,4[Ph]2[Ph-OH]1[Cys],7
633.7253735542472,0.1372735542470943,1[Ph]1[Ph-OH]2[Me2]1[Me3]3[Cys],8
633.7253735542472,1.296373554247225,3[Ph-OH]2[Me3]1[Ox]2[Cys],8
652.4669445653053,1.054444565305289,3[Ph-OH]3[Cys],6
652.4669445653053,0.06145543469472159,2[Ph]1[Ox]4[Cys],7
652.4669445653053,0.21974456530529096,4[Ph-OH]2[Cys]1[Na],7
652.4669445653053,0.6006554346946738,3[Ph]3[Ph-OH]1[Cys],7
652.4669445653053,0.649044565305303,2[Me2]5[Cys],7
652.4669445653053,0.649144565305303,1[Me1]1[Me3]5[Cys],7
652.4669445653053,0.6921445653053041,1[Ac]1[Me1]5[Cys],7
652.4669445653053,1.268944565305304,5[Ph-OH]1[Me3]1[Cys],7
652.4669445653053,1.2806554346947223,1[Ac]1[Ox]5[Cys],7
652.4669445653053,1.3236554346947287,1[Me3]1[Ox]5[Cys],7
692.5607445820715,1.1459554179284623,1[Ph-OH]5[Cys],6
692.5607445820715,0.3307445820715884,2[Ph]3[Ph-OH]2[Cys],7
692.5607445820715,0.8699445820714118,1[Ph]1[Ox]5[Cys],7
692.5607445820715,0.888455417928526,3[Ph-OH]1[Ac]3[Cys],7
692.5607445820715,0.9314554179285324,3[Ph-OH]1[Me3]3[Cys],7
692.5607445820715,0.031555417928530005,2[Ph]1[Ac]1[Me1]4[Cys],8
692.5607445820715,0.035244582071527475,1[Ph]1[Ph-OH]1[Ox]4[Cys]1[Na],8
692.5607445820715,0.07455541792853637,2[Ph]1[Me1]1[Me3]4[Cys],8
692.5607445820715,0.5039554179285233,2[Ph]4[Ph-OH]1[Cys]1[Na],8
692.5607445820715,1.3368554179285184,2[Me2]1[Me3]5[Cys],8
711.7797551095573,1.534455109557257,1[Ph]4[Ph-OH]2[Cys],7
711.7797551095573,0.0799551095572042,1[Ph]1[Me1]5[Cys]1[Na],8
711.7797551095573,0.12064489044280435,4[Ph]4[Ph-OH],8
711.7797551095573,0.4185551095572888,3[Ph]1[Ph-OH]1[Ox]3[Cys],8
711.7797551095573,0.699755109557259,1[Ph]5[Ph-OH]1[Cys]1[Na],8
711.7797551095573,0.8006448904427543,1[Ph]1[Ph-OH]1[Ac]1[Ox]4[Cys],8
711.7797551095573,0.8436448904427607,1[Ph]1[Ph-OH]1[Me3]1[Ox]4[Cys],8
711.7797551095573,1.1290551095573196,1[Ph]1[Ph-OH]2[Me2]4[Cys],8
711.7797551095573,1.1721551095572544,1[Ph]1[Ph-OH]1[Ac]1[Me1]4[Cys],8
711.7797551095573,1.2389551095573097,2[Ph-OH]1[Ox]4[Cys]1[Na],8
731.7517647457207,0.35936474572076804,1[Ph]3[Ph-OH]3[Cys],7
731.7517647457207,0.0029352542793503744,1[Ph]1[Ac]1[Me1]5[Cys],8
731.7517647457207,0.04593525427935674,1[Ph]1[Me1]1[Me3]5[Cys],8
731.7517647457207,0.06386474572073766,1[Ph-OH]1[Ox]5[Cys]1[Na],8
731.7517647457207,0.47533525427945733,1[Ph]4[Ph-OH]2[Cys]1[Na],8
731.7517647457207,0.5738647457206663,1[Ph]5[Ph-OH]1[Me3]1[Cys],8
731.7517647457207,0.6175647457206662,1[Ph]5[Ph-OH]1[Ac]1[Cys],8
731.7517647457207,0.7565352542792425,3[Ph]1[Ox]4[Cys],8
731.7517647457207,1.1130647457206984,2[Ph-OH]1[Me3]1[Ox]4[Cys],8
731.7517647457207,1.2162647457206741,3[Ph]1[Me1]4[Cys],8
792.8877591859055,1.1858591859054286,2[Ph-OH]5[Cys],7
792.8877591859055,0.3511591859054306,3[Ph-OH]4[Cys]1[Na],8
792.8877591859055,0.4692408140946327,3[Ph]2[Ph-OH]3[Cys],8
792.8877591859055,1.4003591859054327,4[Ph-OH]1[Me3]3[Cys],8
792.8877591859055,1.443359185905433,4[Ph-OH]1[Ac]3[Cys],8
792.8877591859055,0.21174081409458267,3[Ph]4[Ph-OH]1[Ac]1[Cys],9
792.8877591859055,0.25474081409458904,3[Ph]4[Ph-OH]1[Me3]1[Cys],9
792.8877591859055,0.2844591859053807,2[Ph]1[Ph-OH]1[Me3]1[Ox]4[Cys],9
792.8877591859055,0.32745918590548595,2[Ph]1[Ph-OH]1[Ac]1[Ox]4[Cys],9
792.8877591859055,0.9950591859053475,1[Ph-OH]1[Me1]2[Me3]5[Cys],9
812.517373189854,0.07412681014614009,3[Ph-OH]1[Ac]4[Cys],8
812.517373189854,0.11712681014603277,3[Ph-OH]1[Me3]4[Cys],8
812.517373189854,1.1450731898539541,2[Ph]3[Ph-OH]3[Cys],8
812.517373189854,0.029173189853892872,4[Ph]1[Ox]4[Cys],9
812.517373189854,0.09737318985393914,5[Ph-OH]2[Me3]2[Cys],9
812.517373189854,0.11722681014612135,3[Ph-OH]1[Me1]1[Me2]4[Cys],9
812.517373189854,0.14037318985400218,5[Ph-OH]1[Ac]1[Me3]2[Cys],9
812.517373189854,0.1833731898540119,5[Ph-OH]2[Ac]2[Cys],9
812.517373189854,0.3103731898540296,2[Ph]4[Ph-OH]2[Cys]1[Na],9
812.517373189854,1.2330268101460433,2[Ph]1[Me3]1[Ox]5[Cys],9
