,mass mean,mass std,nutlin_7hr_rep1_ms1_01,nutlin_7hr_rep1_ms1_02,nutlin_7hr_rep2_ms1_01,uv_7hr_rep1_ms1_01,uv_7hr_rep1_ms1_02,uv_7hr_rep2_ms1_01,xray-nutlin_7hr_rep1_ms1_01,xray-nutlin_7hr_rep1_ms1_02,xray-nutlin_7hr_rep2_ms1_01,xray_2hr_rep1_ms1_01,xray_2hr_rep1_ms1_02,xray_7hr_rep1_ms1_01,xray_7hr_rep1_ms1_02,xray_7hr_rep2_ms1_01
1,12447.775853219637,0.022591229140335005,12447.748247157564,12447.807854091156,12447.751928798189,12447.799289638031,12447.76353085475,12447.78834725522,12447.821079188812,12447.7431446185,12447.778972255219,12447.77485116147,12447.768493739593,12447.764619227875,12447.783298427094,12447.76828866147
