sigma noise (a.u.),vertical noise (a.u.),basal noise (a.u.),horizontal noise (Da)
0.129240646564397,-0.1168226381237608,0.0,0.2199999999938882
0.129285541062399,-0.1167706573279539,0.0,0.2199999999938882
0.1294630162833002,-0.1167179577216653,0.0,0.2200000000011641
0.1296224254249066,-0.1165022028968474,0.0,0.2200000000011641
0.1297837393659681,-0.1162150606643218,0.0,0.2200000000011641
0.1298104224530386,-0.1160475657657666,0.0,0.2200000000011641
0.1298123241947042,-0.1160255762053602,0.0,0.2200000000011641
0.129852438269114,-0.115898929628423,0.0,0.2200000000011641
0.129892018055332,-0.1156151358061312,0.0,0.2200000000011641
0.1299402232106399,-0.1152984121976485,0.0,0.2200000000011641
0.1300006440040687,-0.1148333454407611,0.0,0.2399999999979627
0.1300640377590469,-0.114513290980589,0.0,0.2399999999979627
0.1300726929482974,-0.1144488061743087,0.0,0.2399999999979627
0.1301914117290397,-0.1142170121828949,0.0,0.2399999999979627
0.1302075778578223,-0.1139519945454283,0.0,0.2399999999979627
0.1302994267204297,-0.1139394010308405,0.0,0.2399999999979627
0.130417790819154,-0.11376863669768,0.0,0.2399999999979627
0.130499686682325,-0.1135059129860758,0.0,0.2399999999979627
0.1305518952329417,-0.1131230024695895,0.0,0.2400000000052387
0.1306916097870118,-0.1128932899535809,0.0,0.2400000000052387
0.1307135424816121,-0.112652821866891,0.0,0.2400000000052387
0.1307226237748646,-0.1126495549827647,0.0,0.2400000000052387
0.1308142137821563,-0.1125493706971091,0.0,0.2599999999947613
0.1309105375106994,-0.1121695230153275,0.0,0.2599999999947613
0.1309250571174315,-0.1120326225820357,0.0,0.2599999999947613
0.1309431833321122,-0.111757361344007,0.0,0.2599999999947613
0.1310082247117775,-0.1116711040324888,0.0,0.2599999999947613
0.1310182453008349,-0.1115825520158282,0.0,0.2599999999947613
0.1310527867367251,-0.1114881225749687,0.0,0.2600000000020372
0.1310647706353815,-0.1113329719623558,0.0,0.2600000000020372
0.1310733059049328,-0.1111684785657445,0.0,0.2600000000020372
0.1311020159074944,-0.1110469356715929,0.0,0.2600000000020372
0.1311826308649703,-0.1109372053909446,0.0,0.2600000000020372
0.1311967545570442,-0.1108736488764618,0.0,0.2600000000020372
0.1312069633039399,-0.1108422252981902,0.0,0.2600000000020372
0.1314590857909843,-0.110590515430835,0.0,0.2600000000020372
0.1315027595581063,-0.1104051011735606,0.0,0.2600000000020372
0.131578687247791,-0.1100579823555434,0.0,0.2600000000020372
0.1315969802223215,-0.1100221793502386,0.0,0.2600000000020372
0.1316907830121995,-0.1099848326327945,0.0,0.2600000000020372
0.1317552286630963,-0.1099221891169808,0.0,0.2600000000020372
0.1317579886505307,-0.109915966082814,0.0,0.2600000000020372
0.1318023139895958,-0.1098595677401169,0.0,0.2600000000020372
0.1318286762446541,-0.1095783694198653,0.0,0.2600000000020372
0.1318800970179487,-0.1093053320171908,0.0,0.2600000000020372
0.13189487516994,-0.1092810866252812,0.0,0.2600000000020372
0.131992908839039,-0.109077212230286,0.0,0.2799999999988358
0.1321787057676225,-0.1089437593174442,0.0,0.2799999999988358
0.1322252428112698,-0.1087762940053603,0.0,0.2799999999988358
0.1322312613495096,-0.1085923034802153,0.0,0.2799999999988358
0.1323060349398576,-0.1085566440552778,0.0,0.2799999999988358
0.1323066671733626,-0.1085491389952892,0.0,0.2799999999988358
0.1323581244974086,-0.1083393155701735,0.0,0.2799999999988358
0.1323751104499676,-0.1083221541856149,0.0,0.2799999999988358
0.1323919863683448,-0.1082565687128122,0.0,0.2799999999988358
0.1323998362659739,-0.1082098656154768,0.0,0.2799999999988358
0.1324458558605981,-0.1082092839548096,0.0,0.2799999999988358
0.1325700874711856,-0.1081894877742034,0.0,0.2799999999988358
0.1325830375981113,-0.1080462997426113,0.0,0.2799999999988358
0.1325997616248524,-0.1080278109289267,0.0,0.2799999999988358
0.1326034828467575,-0.1079826366966769,0.0,0.2799999999988358
0.1326122857804053,-0.1079773861382097,0.0,0.2799999999988358
0.1326266791259257,-0.1076378873447483,0.0,0.2799999999988358
0.1326375183481603,-0.1076155600971206,0.0,0.2799999999988358
0.1326546480695789,-0.1075220838026599,0.0,0.2799999999988358
0.1326986341414569,-0.107495981215395,0.0,0.2799999999988358
0.1328210459595031,-0.1074734280289513,0.0,0.2799999999988358
0.1328347862572596,-0.1073492421289575,0.0,0.2799999999988358
0.1329394704745121,-0.1072086621455324,0.0,0.2799999999988358
0.1329399567848282,-0.1069638262435691,0.0,0.2799999999988358
0.1331114943602599,-0.1069319044292658,0.0,0.2799999999988358
0.1333341592208515,-0.1068805318699664,0.0,0.2799999999988358
0.1333873765217932,-0.1068591136937075,0.0,0.2799999999988358
0.1333893362479277,-0.1063606812733444,0.0,0.2799999999988358
0.1334451541502836,-0.106244760409261,0.0,0.2799999999988358
0.1334805188165053,-0.1058867290938997,0.0,0.2799999999988358
0.1334900333564944,-0.1058013443386217,0.0,0.2799999999988358
0.1334972805846097,-0.1057619306122363,0.0,0.2799999999988358
0.1335261551842944,-0.1057031671185034,0.0,0.2799999999988358
0.1335461945388451,-0.105677309640161,0.0,0.2799999999988358
0.1336641226636038,-0.1056180027296948,0.0,0.2799999999988358
0.1337355634063991,-0.1055012372978279,0.0,0.2800000000061118
0.1337610410997189,-0.1054415344905325,0.0,0.2800000000061118
0.1338897063762724,-0.1050880465907021,0.0,0.2800000000061118
0.1339188900001293,-0.1050613384720055,0.0,0.2800000000061118
0.1340392855264404,-0.1049853102334312,0.0,0.2800000000061118
0.1344928921769388,-0.104917276754185,1.61237069782574e-05,0.2999999999956344
0.1345028712045168,-0.1048970823805119,2.0386245077586332e-05,0.2999999999956344
0.1345312170176817,-0.1048422280815701,2.1692456904389264e-05,0.2999999999956344
0.1345459188026865,-0.1048394334334779,2.2570573012235316e-05,0.2999999999956344
0.1345541036580921,-0.1048292822249621,2.326454137716728e-05,0.2999999999956344
0.1345584619690939,-0.1047567419106916,2.329461235849925e-05,0.2999999999956344
0.134589420818247,-0.1043970361302635,2.38820473741158e-05,0.2999999999956344
0.1346187348880706,-0.1043667829415034,2.408559772883709e-05,0.2999999999956344
0.1346238658744715,-0.1042575640433862,2.435827756205055e-05,0.2999999999956344
0.1348077537760995,-0.1042295768360863,2.459357721194444e-05,0.2999999999956344
0.1348487207687462,-0.104170266262874,2.586258884301229e-05,0.2999999999956344
0.1349993183506573,-0.104097362380167,2.610387063604014e-05,0.2999999999956344
0.1350186685687626,-0.1039815392748139,2.6287123925042128e-05,0.2999999999956344
0.1350399418125671,-0.1039098670583073,2.6762737653718102e-05,0.2999999999956344
0.1350426264625341,-0.1037984411394874,2.71534660902094e-05,0.2999999999956344
0.1351334530630361,-0.1037289866035058,2.7541302594151165e-05,0.3000000000029104
0.1351500401181092,-0.1031113711122176,2.787186238449736e-05,0.3000000000029104
0.1351689223902189,-0.1024456834128351,2.797190862793284e-05,0.3000000000029104
0.1351735903247956,-0.1024207221415512,2.8065500343301706e-05,0.3000000000029104
0.1351845915547238,-0.1023729816374877,2.854304955714311e-05,0.3000000000029104
0.1352168268199984,-0.1022878478296503,2.866003728202557e-05,0.3000000000029104
0.1352324962885442,-0.1019425636791603,2.9891041205102555e-05,0.3000000000029104
0.1352811727947584,-0.1018816726724952,3.011258538483909e-05,0.3000000000029104
0.1353432284547515,-0.101696995494363,3.0200783501368126e-05,0.3000000000029104
0.1356615353726277,-0.1015907346820673,3.0517131396076626e-05,0.3000000000029104
0.1356884634454005,-0.1015479924770377,3.15111470881533e-05,0.3000000000029104
0.135717984341974,-0.1014871728776768,3.173330711640182e-05,0.3000000000029104
0.1357453667720623,-0.1014497329723769,3.2227184604532515e-05,0.3000000000029104
0.135817382011244,-0.1013915368646877,3.229713806404692e-05,0.3000000000029104
0.1358747349775315,-0.1013095328625486,3.280695154164321e-05,0.3000000000029104
0.1361045361026062,-0.1012755804547241,3.282086659281632e-05,0.3000000000029104
0.136125333656703,-0.1011945390609244,3.287939990829044e-05,0.3000000000029104
0.1362936130411582,-0.1009881213881896,3.383360811592396e-05,0.3000000000029104
0.1362956184506202,-0.100896578787383,3.496691204432778e-05,0.3000000000029104
0.1363173706668659,-0.1008568072304401,3.5006937790553136e-05,0.3000000000029104
0.13638934430742,-0.1007732965715079,3.520178861480901e-05,0.3000000000029104
0.1364318506308211,-0.1007540530313365,3.526025381008592e-05,0.3000000000029104
0.1364495808507399,-0.100670808591555,3.5360209381986284e-05,0.3000000000029104
0.1364524660628549,-0.100461013061107,3.555143937225772e-05,0.3000000000029104
0.1364881966367485,-0.100442669859332,3.558361126692065e-05,0.3000000000029104
0.1365299360118748,-0.1003006684070564,3.5623260775876724e-05,0.3199999999997089
0.1365492425925508,-0.1001566769494174,3.567278285336862e-05,0.3199999999997089
0.1365832560805258,-0.1001005343290659,3.570399132352384e-05,0.3199999999997089
0.1366945301628485,-0.1000873910811097,3.577388966915818e-05,0.3199999999997089
0.1367258490594469,-0.1000063455865573,3.590609310160783e-05,0.3199999999997089
0.1367951105337093,-0.0999795663338836,3.6261610889744434e-05,0.3199999999997089
0.1368282604778482,-0.0998342727746366,3.635486400934135e-05,0.3199999999997089
0.1368403796765762,-0.0998030475732926,3.638637831417203e-05,0.3199999999997089
0.1368430282855592,-0.0995778338815554,3.665256589541819e-05,0.3199999999997089
0.1368478490880758,-0.0995349919320843,3.666270406679669e-05,0.3199999999997089
0.1369006365885643,-0.0995289961013079,3.669997960802022e-05,0.3199999999997089
0.1369083823393664,-0.0993099892074559,3.670276280604972e-05,0.3199999999997089
0.1369090199879693,-0.0992594977055488,3.699385084185083e-05,0.3199999999997089
0.1369105899672439,-0.0989952077609667,3.726266028997493e-05,0.3199999999997089
0.1370555007997222,-0.0986923888564029,3.73328929033583e-05,0.3199999999997089
0.137081910958743,-0.0984606692826896,3.736932321235257e-05,0.3199999999997089
0.1371027390685949,-0.0982521592228847,3.745792689682006e-05,0.3199999999997089
0.1371214835736445,-0.0981552047639878,3.765031934613276e-05,0.3199999999997089
0.1371832183609279,-0.0980375349567156,3.792408594632791e-05,0.3199999999997089
0.1371967089378802,-0.0979421273458736,3.7970084974708406e-05,0.3199999999997089
0.1372391599367394,-0.0977690164451566,3.7989742872636085e-05,0.3199999999997089
0.1372678705010633,-0.0975678335060099,3.805812022267778e-05,0.3199999999997089
0.1372701634307901,-0.0974309175064372,3.81216269652095e-05,0.3199999999997089
0.1373593445825986,-0.0973867528338801,3.81456048743333e-05,0.3199999999997089
0.1373622676886053,-0.0973865456978962,3.814747713538676e-05,0.3199999999997089
0.1374674031487251,-0.0972909158417159,3.821593563073325e-05,0.3199999999997089
0.1374687576632219,-0.0972004117005903,3.827716145079219e-05,0.3199999999997089
0.1375313327439985,-0.0971033135659232,3.839017176687436e-05,0.3199999999997089
0.1375624696844168,-0.097068662195559,3.896175365561395e-05,0.3199999999997089
0.1377241111811083,-0.0969552077701785,3.9015584641520646e-05,0.3199999999997089
0.137738108762196,-0.0967588077431422,3.925186779747632e-05,0.3199999999997089
0.1378177347630318,-0.0965439097828337,3.961644780142e-05,0.3199999999997089
0.1379023908533554,-0.0964742240812942,3.962027048228442e-05,0.3199999999997089
0.1379076985865536,-0.0964148929842867,3.968948992397816e-05,0.3199999999997089
0.1379284551552081,-0.0963471212083853,3.97565434840776e-05,0.3199999999997089
0.1380063291017335,-0.0963073112013403,4.0050441937448846e-05,0.3199999999997089
0.1380251021906432,-0.0962983459021304,4.023114610910088e-05,0.3199999999997089
0.1380971533776801,-0.0961375544126528,4.0262162846049954e-05,0.3199999999997089
0.138160732994271,-0.096120729830227,4.0645973527185896e-05,0.3199999999997089
0.138235445401026,-0.0960254502578894,4.069981495873084e-05,0.3199999999997089
0.138305210541829,-0.0958824294699708,4.1100607450376285e-05,0.3199999999997089
0.138320198204506,-0.0958655180203617,4.110755372637136e-05,0.3199999999997089
0.1383469133936427,-0.0958628168020146,4.119587512638143e-05,0.3199999999997089
0.1383577544477037,-0.0958566589927811,4.121995672019293e-05,0.3199999999997089
0.1383662253674768,-0.0957214804990286,4.122808640142048e-05,0.3199999999997089
0.1383969549176336,-0.095700307850369,4.287661442756234e-05,0.3199999999997089
0.1384318996469098,-0.0956628419986,4.357196272362942e-05,0.3199999999997089
0.1384582233516752,-0.09564718107471,4.366955743057199e-05,0.3200000000069849
0.1385213508511957,-0.0955087959299804,4.381414225955446e-05,0.3399999999965075
0.1387994944762758,-0.0954911369241678,4.394785229859177e-05,0.3399999999965075
0.1388561672952127,-0.0954127842963122,4.42575041293993e-05,0.3399999999965075
0.1389315145909628,-0.095392261690949,4.431689624818604e-05,0.3399999999965075
0.1389604110480164,-0.0951508296469831,4.4469665062667485e-05,0.3399999999965075
0.1390267087223737,-0.0951014968756539,4.473692205775853e-05,0.3399999999965075
0.1390484428190045,-0.0950473117325618,4.480084817860552e-05,0.3399999999965075
0.13905296114311,-0.0949061727977113,4.495603753474793e-05,0.3399999999965075
0.1390605949549609,-0.0948801285240971,4.5099798504991806e-05,0.3399999999965075
0.1390817513694834,-0.094854362224615,4.539990166878221e-05,0.3399999999965075
0.13915405518243,-0.0946272404744592,4.54101872439836e-05,0.3399999999965075
0.1391541112622674,-0.0943675431016306,4.574655387602655e-05,0.3399999999965075
0.1391547876247439,-0.0943195297243985,4.603495736008295e-05,0.3399999999965075
0.1391818392159507,-0.0942942889331381,4.658945115886362e-05,0.3399999999965075
0.1391927564871988,-0.0941933542808973,4.672256955105776e-05,0.3399999999965075
0.1392044558061925,-0.0941196126367291,4.684720659886723e-05,0.3399999999965075
0.1393570033426819,-0.0941194474192264,4.717934815901838e-05,0.3399999999965075
0.1393933761692374,-0.0940196482091524,4.738491535192932e-05,0.3399999999965075
0.1394720541899167,-0.0940007374372045,4.742144817437557e-05,0.3399999999965075
0.1395067678272089,-0.0939758092027283,4.795241572142672e-05,0.3399999999965075
0.1396232439782482,-0.0937044995872302,4.8165044760745664e-05,0.3399999999965075
0.1396237560205631,-0.0936651872646119,4.887968214222357e-05,0.3399999999965075
0.1397955883938838,-0.0934430472697512,4.900600004505804e-05,0.3399999999965075
0.1398725401202439,-0.0932723946439526,4.9191367931830975e-05,0.3399999999965075
0.1399115453711216,-0.0932585180384833,4.927096339793501e-05,0.3399999999965075
0.1399646348377203,-0.0932074637510001,4.94505851187828e-05,0.3400000000037835
0.1401535045630968,-0.0931935081645909,4.956117585405133e-05,0.3400000000037835
0.1402345306672786,-0.0931295266622764,5.042838388559471e-05,0.3400000000037835
0.1402726514806478,-0.0930837530196582,5.047812633271476e-05,0.3400000000037835
0.1403104715655627,-0.0930511200040193,5.0635216421127966e-05,0.3400000000037835
0.14049135523833,-0.0930285820102417,5.0742189672400754e-05,0.3400000000037835
0.1405368295729836,-0.0928931309796928,5.0876587268068334e-05,0.3400000000037835
0.1408458865658133,-0.0927681920081503,5.0885043935662174e-05,0.3400000000037835
0.1408556755260794,-0.092756917990384,5.091056812733391e-05,0.3400000000037835
0.1408817866524345,-0.0927222982654713,5.099951671507324e-05,0.3400000000037835
0.1408881626550955,-0.0927025676664883,5.12274500180838e-05,0.3400000000037835
0.1410366903956338,-0.0925426879337799,5.149886446828716e-05,0.3400000000037835
0.1411839543791311,-0.0925088893436279,5.1500329297364616e-05,0.3400000000037835
0.1412138589672619,-0.0924811309530971,5.151675639405027e-05,0.3400000000037835
0.1413131217207659,-0.0924226632504209,5.1655672301547664e-05,0.3400000000037835
0.141350178338948,-0.0923021017605001,5.178760639553397e-05,0.3400000000037835
0.1413581255433459,-0.0922197584051235,5.189203514691406e-05,0.3400000000037835
0.141406882841693,-0.0919460584067877,5.1905422907473904e-05,0.3599999999933061
0.141427306749556,-0.0918910576416679,5.194439058766061e-05,0.3599999999933061
0.1414633252914286,-0.0916589854191654,5.204898783794109e-05,0.3599999999933061
0.1414657752225408,-0.0915960354358753,5.224756371571516e-05,0.3599999999933061
0.1415365549559079,-0.0914226412056939,5.2552442594396375e-05,0.3600000000005821
0.1416867660782991,-0.0912053000859999,5.271950337448741e-05,0.3600000000005821
0.1417579333100715,-0.0911200452234464,5.326532585931322e-05,0.3600000000005821
0.1418204233052978,-0.0909496054618598,5.396994966731207e-05,0.3600000000005821
0.141843530759867,-0.0908240031898669,5.415485963010131e-05,0.3600000000005821
0.1419351616668477,-0.0907559846387146,5.42896591686862e-05,0.3600000000005821
0.1419493580541635,-0.090735203612134,5.478508859511803e-05,0.3600000000005821
0.1419577373305159,-0.0906590566395229,5.507920710237577e-05,0.3600000000005821
0.1419849468819356,-0.0906163581773067,5.528846514775888e-05,0.3600000000005821
0.1419863032420213,-0.0904854361677141,5.5703895602244586e-05,0.3600000000005821
0.1419891770192387,-0.0904205973110773,5.572107940967496e-05,0.3600000000005821
0.1420117660319301,-0.0902837717108178,5.5825908315612674e-05,0.3600000000005821
0.1420214562040739,-0.0902748608209493,5.592194274116086e-05,0.3600000000005821
0.1420317906964853,-0.0901278665407095,5.620931369456164e-05,0.3600000000005821
0.142116060871633,-0.0901082509830729,5.654298341719384e-05,0.3600000000005821
0.1421400374185276,-0.08979432036279,5.68764802494025e-05,0.3600000000005821
0.1422736986194255,-0.0897524846202634,5.700936350775026e-05,0.3600000000005821
0.1423467108894204,-0.0896296950096805,5.709329370069525e-05,0.3600000000005821
0.1423910470653183,-0.0895870140061139,5.738845852900388e-05,0.3600000000005821
0.1424030843831238,-0.0894925406584373,5.741916572778111e-05,0.3600000000005821
0.14242497847048,-0.0894853590757076,5.7449769142781405e-05,0.3600000000005821
0.1425692091605629,-0.089449514152382,5.758703896387496e-05,0.3600000000005821
0.142647858392369,-0.0893587769652911,5.8103870309696e-05,0.3600000000005821
0.1426581477304251,-0.0892214574434931,5.821808350218294e-05,0.3600000000005821
0.1426680468379662,-0.089184865535303,5.841033755816936e-05,0.3600000000005821
0.1427036841674657,-0.0890755982362136,5.842241059599792e-05,0.3600000000005821
0.1427618095118341,-0.0890152390072561,5.85230921626249e-05,0.3600000000005821
0.1427712477751419,-0.0888933833752867,5.862338107206591e-05,0.3600000000005821
0.1428657609118478,-0.0888800242368683,5.9160192010589567e-05,0.3600000000005821
0.1429085569831133,-0.0887841567156371,5.9328792691110646e-05,0.3600000000005821
0.1429971813057445,-0.0887837806639168,5.9680598493457455e-05,0.3600000000005821
0.1430103444827173,-0.0887232902617943,5.97519862753519e-05,0.3600000000005821
0.1431320610476805,-0.0887080836372826,6.05098347010535e-05,0.3600000000005821
0.1431945306209435,-0.0886107721352066,6.073624922564347e-05,0.3600000000005821
0.1432061919775527,-0.0886071934274627,6.111359095238159e-05,0.3600000000005821
0.1432347827034308,-0.0884958373936416,6.142780852593353e-05,0.3600000000005821
0.143336787059252,-0.0884635176001085,6.143393973357747e-05,0.3600000000005821
0.1433650157588911,-0.0883969455462198,6.149889894516763e-05,0.3600000000005821
0.1434280297053627,-0.0883696836875676,6.157473587491743e-05,0.3600000000005821
0.1437212881593984,-0.0883399914988602,6.176013462074305e-05,0.3600000000005821
0.1437399672738868,-0.0882749476074873,6.197684805841588e-05,0.3600000000005821
0.1437890177087879,-0.0882147306979226,6.215289874365504e-05,0.3600000000005821
0.1438266895308713,-0.088203175437543,6.222494223998998e-05,0.3600000000005821
0.1438268477273212,-0.08818690555257,6.226105685753789e-05,0.3600000000005821
0.1438819199203005,-0.088117111011347,6.227286032263472e-05,0.3600000000005821
0.1438862927367308,-0.0880344025929165,6.236305224743748e-05,0.3600000000005821
0.1440135099493767,-0.0879730705045487,6.261425804772108e-05,0.3600000000005821
0.1440447755305609,-0.0878973943192648,6.270610302989677e-05,0.3600000000005821
0.1440937356486602,-0.087842961638772,6.284708852667989e-05,0.3600000000005821
0.1441137834082045,-0.0878088228888469,6.309983881297325e-05,0.3600000000005821
0.1441392859087712,-0.0877151588194233,6.321773121467323e-05,0.3600000000005821
0.1442034057962594,-0.0876006279675714,6.329731783274672e-05,0.3600000000005821
0.1442649709546341,-0.0875390209916907,6.335927683754275e-05,0.3600000000005821
0.1442652148434572,-0.0874894032109344,6.342997671966858e-05,0.3600000000005821
0.1442967247019642,-0.0874178985868277,6.34516091866446e-05,0.3600000000005821
0.1443959111642826,-0.0873953392991036,6.396935467814944e-05,0.3600000000005821
0.144401048717045,-0.0873898321641885,6.466019115895198e-05,0.3600000000005821
