,nutlin_only_rep5,nutlin_only_rep6,uv_7hr_rep5,uv_7hr_rep6
noise_level,0.08560546804105057,0.08874117876113097,0.07864519174420077,0.10000046639783486
rescaling_factor,794.982177734375,975.6676635742188,1642.33056640625,1167.1253662109375
total_protein_abundance,80.64040097012918,78.15231273734645,82.96670666529917,108.17255073209941
