PTM pattern,amount of PTMs,mass error (Da),mass shift
4[Ph]1[Me1]1[Ox]1[Na],7,0.1492666975677821,371.77813330243225
3[Ph-H2O]1[Me3]1[Ox]1[Cys-Cys]1[Na],7,0.25246669756774054,371.77813330243225
1[Ph]3[Ph-H2O],4,0.9589639153840039,374.92446391538397
3[Ph]1[Ox]1[Cys],5,0.15693608461606345,374.92446391538397
1[Ph]1[Me1]1[Me3]2[Cys],5,0.553663915383936,374.92446391538397
1[Ph-H2O]1[Ox]2[Cys]1[Na],5,0.663463915383943,374.92446391538397
1[Ph-H2O]1[Me3]2[Cys]1[Cys-Cys],5,1.4191360846160705,374.92446391538397
2[Ph-H2O]1[Ox]1[Cys]2[Na],6,0.171236084616055,374.92446391538397
2[Ph-H2O]1[Me2]2[Ox]1[Cys],6,0.26023608461605363,374.92446391538397
3[Cys]2[Cys-Cys]1[Na],6,0.45243608461606755,374.92446391538397
1[Ph]2[Ph-H2O]1[Me1]2[Me3],6,0.7681639153839797,374.92446391538397
1[Ph]2[Ph-H2O]2[Me3]1[Ox],6,1.204636084616027,374.92446391538397
2[Ph]1[Ph-H2O]1[Cys],4,0.1413646148708949,376.9559353851291
1[Ph-H2O]1[Ac]2[Cys],4,1.3605646148708956,376.9559353851291
1[Ph-H2O]1[Me3]2[Cys],4,1.403564614870902,376.9559353851291
3[Cys]1[Cys-Cys]1[Na],5,0.436864614870899,376.9559353851291
3[Ph-H2O]2[Me3],5,1.1890646148708583,376.9559353851291
2[Ph-H2O]1[Ac]1[Cys]1[Cys-Cys]1[Na],6,0.17936461487090583,376.9559353851291
1[Ph]1[Ph-H2O]1[Ac]1[Ox]1[Cys]1[Na],6,0.17936461487090583,376.9559353851291
2[Ph-H2O]1[Me3]1[Cys]1[Cys-Cys]1[Na],6,0.2223646148709122,376.9559353851291
1[Ph]1[Ph-H2O]1[Me3]1[Ox]1[Cys]1[Na],6,0.2223646148709122,376.9559353851291
3[Ph-H2O]3[Me2],6,1.189264614870865,376.9559353851291
1[Ph-H2O]1[Me3]2[Cys],4,0.21383000003561392,378.57333000003564
3[Cys]1[Na],4,0.8353699999644277,378.57333000003564
1[Ph-H2O]1[Me1]1[Me2]2[Cys],5,0.21373000003563902,378.57333000003564
3[Ph-H2O]2[Me3],5,0.4283300000356576,378.57333000003564
2[Ph]2[Ph-H2O]1[Na],5,0.641330000035623,378.57333000003564
3[Cys]1[Cys-Cys]1[Na],5,1.180530000035617,378.57333000003564
2[Me2]2[Me3]2[Cys],6,0.02293000003561474,378.57333000003564
1[Me1]3[Me3]2[Cys],6,0.02303000003564648,378.57333000003564
1[Ac]1[Me1]2[Me3]2[Cys],6,0.066030000035596,378.57333000003564
3[Ph-H2O]3[Me2],6,0.42813000003565094,378.57333000003564
3[Cys]1[Na],4,1.0220428841638522,380.4307428841639
1[Ph-H2O]1[Me2]1[Ox]2[Cys],5,0.09834288416391246,380.4307428841639
3[Ph]1[Ph-H2O]1[Me3],5,0.41614288416388945,380.4307428841639
3[Ph]1[Ph-H2O]1[Ac],5,0.4591428841638958,380.4307428841639
2[Ac]1[Me3]1[Ox]2[Cys],6,0.006357115836067351,380.4307428841639
1[Ac]2[Me3]1[Ox]2[Cys],6,0.04935711583607372,380.4307428841639
3[Me3]1[Ox]2[Cys],6,0.09235711583608008,380.4307428841639
3[Ph-H2O]1[Me3]2[Na],6,0.40184288416395475,380.4307428841639
1[Me2]3[Cys]2[Cys-Cys],6,1.017557115836098,380.4307428841639
3[Ph-H2O]2[Me1]1[Me3]1[Ox],7,0.3128428841639561,380.4307428841639
1[Ph]1[Me3]2[Cys]1[Na],5,0.25596080191553483,382.58196080191556
1[Ph]1[Ac]2[Cys]1[Na],5,0.2989608019155412,382.58196080191556
1[Me2]3[Cys]1[Cys-Cys],5,0.8822391980845055,382.58196080191556
1[Ph]1[Me1]1[Me2]2[Cys]1[Na],6,0.25586080191555993,382.58196080191556
1[Ph-H2O]1[Me1]2[Ox]2[Cys],6,0.2767608019155432,382.58196080191556
1[Me2]2[Me3]2[Ox]2[Cys],7,0.08596080191551891,382.58196080191556
1[Ac]1[Me2]1[Me3]2[Ox]2[Cys],7,0.12896080191552528,382.58196080191556
2[Me3]1[Ox]2[Cys]2[Na],7,0.17496080191551755,382.58196080191556
1[Ac]1[Me3]1[Ox]2[Cys]2[Na],7,0.21796080191558076,382.58196080191556
1[Ph]3[Ph-H2O]1[Me1]2[Cys-Cys],7,1.3783391980844044,382.58196080191556
1[Me2]3[Cys],4,1.1873092134416652,386.6674092134417
1[Ph-H2O]1[Me2]2[Cys]1[Na],5,0.352609213441724,386.6674092134417
3[Ph]1[Me2]1[Cys],5,0.4677907865583393,386.6674092134417
1[Me1]1[Ox]3[Cys],5,0.7854907865582845,386.6674092134417
3[Me3]2[Cys]1[Na],6,0.16190921344173148,386.6674092134417
2[Ox]3[Cys]1[Cys-Cys],6,0.7423907865583601,386.6674092134417
4[Ph-H2O]2[Cys-Cys],6,1.2815907865582972,386.6674092134417
3[Me2]1[Me3]2[Cys]1[Na],7,0.16170921344172484,386.6674092134417
1[Me1]1[Me2]2[Me3]2[Cys]1[Na],7,0.16180921344169974,386.6674092134417
3[Ph-H2O]2[Me1]1[Me3]1[Na],7,0.5671092134417108,386.6674092134417
1[Ph]1[Me2]1[Me3]2[Cys],5,0.44073330242991915,388.8381333024299
1[Ph]1[Ac]1[Me2]2[Cys],5,0.4837333024299255,388.8381333024299
2[Ox]3[Cys],5,0.5875666975701392,388.8381333024299
4[Ph-H2O]1[Cys-Cys],5,1.1267666975700763,388.8381333024299
2[Ph]1[Ph-H2O]1[Me1]1[Cys]1[Cys-Cys],6,0.2698666975700803,388.8381333024299
3[Ph]1[Me1]1[Ox]1[Cys],6,0.26986669757013715,388.8381333024299
2[Ph-H2O]1[Ac]2[Ox]1[Cys],6,0.3300666975700324,388.8381333024299
1[Ph]1[Ph-H2O]1[Ac]1[Me2]1[Cys]1[Na],6,0.3509666975701293,388.8381333024299
2[Ph-H2O]1[Me3]2[Ox]1[Cys],6,0.37306669757003874,388.8381333024299
4[Ph-H2O]2[Cys-Cys],6,0.8891333024299115,388.8381333024299
4[Ph-H2O],4,1.2894709026101623,390.6913290973898
2[Ph]1[Ph-H2O]1[Me1]1[Cys],5,0.4325709026101663,390.6913290973898
4[Ph-H2O]1[Cys-Cys],5,0.7264290973898255,390.6913290973898
1[Ph]3[Ph-H2O]1[Ox],5,0.7264290973898824,390.6913290973898
2[Ox]3[Cys],5,1.2656290973897626,390.6913290973898
1[Ph-H2O]2[Me2]2[Cys]1[Cys-Cys],6,0.3210290973897827,390.6913290973898
1[Ph-H2O]1[Me1]1[Me3]2[Cys]1[Cys-Cys],6,0.3211290973897576,390.6913290973898
1[Ph]1[Me1]1[Me3]1[Ox]2[Cys],6,0.32112909738981443,390.6913290973898
1[Ph-H2O]1[Ac]1[Me1]2[Cys]1[Cys-Cys],6,0.36412909738976396,390.6913290973898
3[Ph-H2O]1[Ac]2[Me2],6,1.437370902610155,390.6913290973898
1[Me1]3[Cys]1[Na],5,0.07337570828991602,393.50867570828996
2[Ph]1[Ph-H2O]1[Ox]1[Cys],5,0.4119757082899582,393.50867570828996
1[Ph]2[Ph-H2O]1[Cys]1[Cys-Cys],5,0.41197570829001506,393.50867570828996
1[Ox]3[Cys]1[Cys-Cys]1[Na],6,0.11647570828995413,393.50867570828996
2[Ph-H2O]1[Me1]1[Me3]1[Cys]1[Na],6,0.2878757082899597,393.50867570828996
2[Ph-H2O]1[Ac]1[Me1]1[Cys]1[Na],6,0.33087570828996604,393.50867570828996
2[Ph]2[Ph-H2O]1[Ox]1[Na],6,0.4227242917100398,393.50867570828996
1[Ph]3[Ph-H2O]1[Cys-Cys]1[Na],6,0.4227242917100398,393.50867570828996
3[Ph]1[Ph-H2O]1[Me1]1[Me3],6,0.5325242917100468,393.50867570828996
3[Ph-H2O]2[Me2]1[Me3],6,1.3369757082899696,393.50867570828996
1[Ph]2[Ph-H2O]1[Cys],4,0.2003794842963771,394.91222051570367
1[Ox]3[Cys]1[Na],5,0.4958794842963812,394.91222051570367
1[Ph-H2O]1[Me3]1[Ox]2[Cys],5,0.5533205157036036,394.91222051570367
1[Ph]3[Ph-H2O]1[Na],5,1.0350794842963182,394.91222051570367
2[Ph]2[Cys]1[Cys-Cys],5,1.3162794842963876,394.91222051570367
3[Ph]1[Me1]1[Cys]1[Na],6,0.1781794842963791,394.91222051570367
2[Ph-H2O]1[Ac]1[Ox]1[Cys]1[Na],6,0.23837948429633116,394.91222051570367
2[Ph-H2O]1[Me3]1[Ox]1[Cys]1[Na],6,0.2813794842963375,394.91222051570367
3[Ph-H2O]2[Me3]1[Ox],6,0.7678205157037041,394.91222051570367
3[Ph-H2O]2[Me2]2[Na],7,0.8566205157036961,394.91222051570367
2[Ph]2[Cys]1[Cys-Cys],5,0.33526446356438555,396.56376446356444
1[Ph]3[Ph-H2O]1[Na],5,0.616464463564455,396.56376446356444
1[Ac]3[Cys]1[Cys-Cys],5,0.8839355364356152,396.56376446356444
1[Ox]3[Cys]1[Na],5,1.155664463564392,396.56376446356444
1[Ph]2[Me2]2[Cys]1[Na],6,0.2110644635644121,396.56376446356444
1[Ph]1[Me1]1[Me3]2[Cys]1[Na],6,0.211164463564387,396.56376446356444
1[Ph-H2O]1[Me2]2[Ox]2[Cys],6,0.23196446356439537,396.56376446356444
1[Ph-H2O]1[Ox]2[Cys]2[Na],6,0.32096446356445085,396.56376446356444
2[Ph-H2O]1[Ac]1[Me3]1[Cys]1[Cys-Cys],6,0.6694355364355715,396.56376446356444
2[Ph-H2O]1[Me3]1[Ox]1[Cys]1[Na],6,1.3701644635644357,396.56376446356444
1[Me3]3[Cys],4,0.18289477116252328,399.6894947711626
1[Me1]1[Me2]3[Cys],5,0.1827947711625484,399.6894947711626
3[Ph]1[Ac]1[Cys],5,1.429205228837418,399.6894947711626
3[Me1]3[Cys],6,0.1827947711625484,399.6894947711626
1[Me2]1[Ox]3[Cys]1[Cys-Cys],6,0.22589477116252965,399.6894947711626
3[Cys]1[Cys-Cys]2[Na],6,0.3148947711625283,399.6894947711626
2[Ph-H2O]3[Me2]1[Cys],6,0.39719477116261714,399.6894947711626
1[Ph-H2O]1[Me1]4[Me3]1[Cys],7,0.20659477116254266,399.6894947711626
1[Ph-H2O]1[Ac]1[Me1]3[Me3]1[Cys],7,0.24959477116254902,399.6894947711626
3[Ph-H2O]3[Me2]1[Na],7,0.4375052288374377,399.6894947711626
1[Ph]1[Ph-H2O]2[Cys],4,0.6377391980835796,415.62196080191643
1[Me3]1[Ox]3[Cys],5,0.11596080191640112,415.62196080191643
1[Ac]1[Ox]3[Cys],5,0.15896080191635065,415.62196080191643
1[Ph]3[Ph-H2O]1[Me3],5,0.42323919808353594,415.62196080191643
1[Ph]1[Ph-H2O]2[Cys]1[Cys-Cys],5,1.3781608019164082,415.62196080191643
1[Me1]1[Me2]1[Ox]3[Cys],6,0.11586080191642623,415.62196080191643
5[Ph]1[Ox],6,0.2769391980835394,415.62196080191643
2[Ph-H2O]2[Me3]1[Ox]1[Cys],6,0.33046080191638794,415.62196080191643
1[Ph]3[Ph-H2O]1[Me1]1[Me2],6,0.42333919808351084,415.62196080191643
2[Ph]1[Ph-H2O]1[Ox]1[Cys]1[Na],6,0.5434608019164102,415.62196080191643
3[Ph-H2O]1[Ox]1[Cys],5,0.429486042972826,429.5567860429728
1[Ph]1[Ph-H2O]1[Me1]2[Cys],5,0.7295139570271658,429.5567860429728
2[Me2]1[Ox]3[Cys],6,0.02408604297278316,429.5567860429728
1[Me1]1[Me3]1[Ox]3[Cys],6,0.024186042972814903,429.5567860429728
1[Ac]1[Me1]1[Ox]3[Cys],6,0.06718604297282127,429.5567860429728
1[Me2]3[Cys]2[Na],6,0.1130860429727818,429.5567860429728
3[Ph]1[Ac]1[Me2]1[Cys],6,0.3848860429727665,429.5567860429728
1[Ph]3[Ph-H2O]1[Me1]1[Me3],6,0.5150139570271222,429.5567860429728
1[Ph]3[Ph-H2O]2[Me2],6,0.5151139570271539,429.5567860429728
1[Ph]1[Ph-H2O]1[Ox]2[Cys]1[Cys-Cys],6,0.6864139570271846,429.5567860429728
2[Ph-H2O]2[Cys],4,0.2761484679271007,433.9988515320729
4[Ph-H2O]1[Ac],5,0.018648467927107504,433.9988515320729
4[Ph-H2O]1[Me3],5,0.06164846792711387,433.9988515320729
1[Ph]3[Cys]1[Cys-Cys],5,1.392048467927168,433.9988515320729
4[Ph-H2O]1[Me1]1[Me2],6,0.06174846792708877,433.9988515320729
3[Ph]2[Ph-H2O]1[Cys-Cys],6,0.08465153207282583,433.9988515320729
4[Ph]1[Ph-H2O]1[Ox],6,0.08465153207288267,433.9988515320729
2[Ph]1[Me1]2[Cys]1[Na],6,0.2539484679271027,433.9988515320729
1[Ph]3[Cys]2[Cys-Cys],6,0.6238515320728197,433.9988515320729
3[Ph-H2O]1[Cys]1[Cys-Cys]1[Na],6,0.9050515320728891,433.9988515320729
2[Ph-H2O]2[Cys],4,1.3315261105832406,435.6065261105832
1[Ph]3[Cys]1[Cys-Cys],5,0.21562611058317316,435.6065261105832
3[Ph]2[Ph-H2O],5,0.32357388941682075,435.6065261105832
3[Ph-H2O]1[Cys]1[Na],5,0.49682611058324255,435.6065261105832
2[Me2]3[Cys]1[Na],6,0.09142611058314287,435.6065261105832
1[Me1]1[Me3]3[Cys]1[Na],6,0.09152611058323146,435.6065261105832
1[Ac]1[Me1]3[Cys]1[Na],6,0.13452611058318098,435.6065261105832
2[Ph]1[Me1]2[Cys]1[Na],6,1.3537261105832386,435.6065261105832
2[Me1]1[Me2]3[Cys]1[Na],7,0.09142611058314287,435.6065261105832
1[Ph]3[Ph-H2O]1[Me3]1[Cys-Cys]1[Na],7,0.4045738894167812,435.6065261105832
1[Ph]3[Cys],4,0.7625883983740209,436.644211601626
1[Ph]2[Ph-H2O]1[Ac]1[Cys],5,0.5050883983740277,436.644211601626
1[Ph]2[Ph-H2O]1[Me3]1[Cys],5,0.5480883983740341,436.644211601626
3[Ph]2[Ph-H2O],5,0.714111601625973,436.644211601626
1[Ph]3[Cys]1[Cys-Cys],5,1.2533116016259669,436.644211601626
1[Ph-H2O]2[Me3]1[Ox]2[Cys],6,0.2056116016259466,436.644211601626
1[Ph-H2O]2[Ac]1[Ox]2[Cys],6,0.2916116016260162,436.644211601626
2[Ph]1[Ox]2[Cys]1[Na],6,0.41861160162602573,436.644211601626
1[Ph]1[Ph-H2O]2[Cys]1[Cys-Cys]1[Na],6,0.41861160162602573,436.644211601626
4[Ph-H2O]2[Na],6,0.6998116016260383,436.644211601626
2[Me3]3[Cys],5,1.0631947711689236,442.649494771169
1[Ph-H2O]2[Me3]2[Cys]1[Na],6,0.22849477116892558,442.649494771169
2[Ph]1[Me2]1[Ox]2[Cys],6,0.35249477116894923,442.649494771169
1[Ph]1[Ph-H2O]1[Me2]2[Cys]1[Cys-Cys],6,0.35249477116894923,442.649494771169
3[Ph]1[Ac]1[Me3]1[Cys],6,0.5489052288310177,442.649494771169
4[Ph-H2O]1[Me2]1[Na],6,0.6336947711689618,442.649494771169
5[Ph]1[Me3],6,0.6702947711689831,442.649494771169
5[Ph]1[Ac],6,0.7132947711689894,442.649494771169
1[Ac]3[Cys]2[Na],6,0.7777052288310529,442.649494771169
1[Me3]3[Cys]2[Na],6,0.8207052288310592,442.649494771169
2[Ph-H2O]1[Ox]2[Cys],5,0.5462300995952774,450.8206300995953
1[Ph]1[Me1]3[Cys],5,0.6127699004047145,450.8206300995953
3[Ph-H2O]1[Ox]1[Cys]1[Na],6,0.28846990040472065,450.8206300995953
1[Ph]2[Ph-H2O]1[Ac]1[Me1]1[Cys],6,0.3552699004047213,450.8206300995953
1[Ph]2[Ph-H2O]1[Me1]1[Me3]1[Cys],6,0.39826990040472765,450.8206300995953
1[Ph]2[Ph-H2O]2[Me2]1[Cys],6,0.3983699004046457,450.8206300995953
1[Ph-H2O]3[Cys]2[Cys-Cys],6,0.5696699004047332,450.8206300995953
1[Ph]1[Ox]3[Cys]1[Cys-Cys],6,0.5696699004047332,450.8206300995953
4[Ph-H2O]1[Ac]1[Ox],6,0.8037300995953274,450.8206300995953
1[Me2]1[Me3]3[Cys]1[Na],6,1.2790300995952748,450.8206300995953
1[Ph-H2O]3[Cys]1[Cys-Cys],5,0.42541375450912255,452.9807862454909
1[Ph]1[Ox]3[Cys],5,0.42541375450912255,452.9807862454909
4[Ph]1[Me1]1[Cys],6,0.10771375450912046,452.9807862454909
3[Ph-H2O]1[Me3]1[Cys]1[Cys-Cys],6,0.2109137545090789,452.9807862454909
1[Ph]2[Ph-H2O]1[Me3]1[Ox]1[Cys],6,0.21091375450913574,452.9807862454909
1[Ph]1[Ph-H2O]1[Me1]2[Cys]1[Na],6,0.712686245490886,452.9807862454909
3[Ph]1[Ph-H2O]1[Cys]2[Cys-Cys],7,0.06461375450908236,452.9807862454909
4[Ph]1[Ox]1[Cys]1[Cys-Cys],7,0.0646137545091392,452.9807862454909
1[Ph]2[Ph-H2O]1[Me1]1[Cys]2[Na],7,0.122013754509112,452.9807862454909
2[Me2]1[Me3]3[Cys]1[Cys-Cys],7,0.6163137545091786,452.9807862454909
1[Ph-H2O]3[Cys],4,0.164448549058136,455.2576514509419
3[Ph-H2O]1[Me3]1[Cys],5,0.050051450941964504,455.2576514509419
3[Ph-H2O]1[Ac]1[Cys],5,0.09305145094197087,455.2576514509419
2[Ph]3[Ph-H2O],5,1.3122514509419716,455.2576514509419
3[Ph-H2O]1[Me1]1[Me2]1[Cys],6,0.04995145094193276,455.2576514509419
4[Ph-H2O]1[Me3]1[Na],6,0.7846485490580903,455.2576514509419
2[Ph-H2O]3[Ac]1[Me1]1[Cys],7,0.011748549058097524,455.2576514509419
2[Ph]1[Ph-H2O]2[Me2]1[Cys]1[Na],7,0.07215145094187392,455.2576514509419
2[Ph]1[Ph-H2O]1[Me1]1[Me3]1[Cys]1[Na],7,0.07225145094190566,455.2576514509419
4[Ph-H2O]1[Me3]1[Cys-Cys]1[Na],7,1.2312514509418975,455.2576514509419
1[Ph]1[Ph-H2O]1[Me3]2[Cys],5,0.29869532242884134,458.63809532242885
1[Ph]1[Ph-H2O]1[Ac]2[Cys],5,0.3416953224288477,458.63809532242885
1[Ph]3[Cys]1[Na],5,0.7505046775712003,458.63809532242885
1[Ph]1[Ph-H2O]1[Me1]1[Me2]2[Cys],6,0.2985953224288096,458.63809532242885
3[Ph]2[Ph-H2O]1[Na],6,0.7261953224288504,458.63809532242885
1[Ph]2[Me2]2[Me3]2[Cys],7,0.10779532242884216,458.63809532242885
1[Ph]1[Me1]3[Me3]2[Cys],7,0.10789532242881705,458.63809532242885
1[Ph]1[Ac]1[Me1]2[Me3]2[Cys],7,0.15089532242882342,458.63809532242885
1[Ph]2[Ac]2[Me2]2[Cys],7,0.1937953224288549,458.63809532242885
4[Ph-H2O]1[Ac]1[Me2]1[Cys-Cys],7,1.416704677571147,458.63809532242885
1[Ph]3[Cys]1[Na],5,1.1388092134422436,460.5274092134423
1[Ph]1[Ph-H2O]1[Me2]1[Ox]2[Cys],6,0.21510921344224698,460.5274092134423
2[Ph-H2O]1[Me2]2[Cys]1[Cys-Cys],6,0.21510921344230383,460.5274092134423
1[Ph]1[Ph-H2O]2[Cys]2[Na],6,0.30410921344230246,460.5274092134423
2[Ph]1[Ph-H2O]2[Ac]1[Cys],6,0.6432907865577135,460.5274092134423
1[Ph-H2O]3[Me3]2[Cys]1[Cys-Cys],7,0.02440921344225444,460.5274092134423
1[Ph]3[Me3]1[Ox]2[Cys],7,0.02440921344225444,460.5274092134423
1[Ph-H2O]3[Ac]2[Cys]1[Cys-Cys],7,0.15340921344227354,460.5274092134423
4[Ph-H2O]1[Ac]1[Me2]1[Cys-Cys],7,0.472609213442297,460.5274092134423
3[Ph-H2O]1[Me2]1[Cys]1[Cys-Cys]1[Na],7,0.619590786557751,460.5274092134423
1[Ph]1[Me2]3[Cys],5,1.1981136103868266,464.2618863896132
2[Ph-H2O]1[Me1]1[Ox]2[Cys],6,0.03911361038683481,464.2618863896132
3[Ph]2[Ph-H2O]1[Me2],6,0.27858638961322413,464.2618863896132
2[Me3]3[Cys]1[Na],6,0.6937863896131375,464.2618863896132
3[Ph-H2O]1[Me2]1[Cys]1[Na],6,1.0989863896131737,464.2618863896132
2[Ph-H2O]2[Ox]2[Cys]1[Cys-Cys],7,0.003986389613146457,464.2618863896132
1[Ph]1[Ph-H2O]3[Ox]2[Cys],7,0.0039863896132033005,464.2618863896132
1[Ph]1[Ph-H2O]1[Me2]2[Cys]1[Cys-Cys]1[Na],7,0.016913610386836808,464.2618863896132
1[Ph-H2O]2[Ac]2[Cys]2[Na],7,0.05491361038679088,464.2618863896132
4[Ph-H2O]1[Me1]1[Me3]1[Ox],7,0.17538638961320885,464.2618863896132
1[Ph]1[Me1]1[Ox]3[Cys],6,0.015634771092152278,467.41716522890783
1[Ph-H2O]1[Me1]3[Cys]1[Cys-Cys],6,0.01563477109220912,467.41716522890783
4[Ph]1[Me2]1[Cys],6,0.3020652289078498,467.41716522890783
2[Ph]1[Ac]1[Me2]2[Cys],6,0.9171347710921509,467.41716522890783
2[Ph]1[Me2]1[Me3]2[Cys],6,0.9601347710921573,467.41716522890783
1[Ph]1[Ph-H2O]1[Me2]2[Cys]1[Na],6,1.1224652289077994,467.41716522890783
1[Ph]2[Ox]3[Cys]1[Cys-Cys],7,0.027465228907772143,467.41716522890783
1[Ph-H2O]1[Ox]3[Cys]2[Cys-Cys],7,0.027465228907828987,467.41716522890783
1[Me2]2[Me3]3[Cys]1[Cys-Cys],7,0.2064347710922334,467.41716522890783
1[Ph]3[Ph-H2O]1[Me2]1[Me3]1[Na],7,1.336965228907843,467.41716522890783
1[Ph-H2O]1[Me1]3[Cys],5,0.8716754952394012,468.57702450476063
2[Ph]1[Me2]1[Me3]2[Cys],6,0.1997245047606384,468.57702450476063
2[Ph]1[Ac]1[Me2]2[Cys],6,0.24272450476064478,468.57702450476063
3[Ph-H2O]2[Me2]1[Cys],6,0.6572754952393325,468.57702450476063
1[Ph-H2O]1[Ox]3[Cys]1[Cys-Cys],6,0.82857549523942,468.57702450476063
1[Ph]2[Ox]3[Cys],6,0.82857549523942,468.57702450476063
2[Ac]1[Me2]3[Cys],6,0.9764754952394128,468.57702450476063
1[Me2]2[Me3]3[Cys],6,1.0624754952394255,468.57702450476063
2[Ph]1[Me1]2[Me2]2[Cys],7,0.19962450476060667,468.57702450476063
1[Ph]4[Ph-H2O]2[Cys-Cys],7,0.6481245047606308,468.57702450476063
1[Ph-H2O]1[Me1]3[Cys],5,0.9557881382869482,470.404488138287
1[Ph-H2O]1[Ox]3[Cys],5,1.0170118617130584,470.404488138287
2[Ph-H2O]1[Me1]2[Cys]1[Na],6,0.1210881382869502,470.404488138287
1[Ph]4[Ph-H2O]1[Cys-Cys],6,0.4596881382869924,470.404488138287
3[Ph]1[Ph-H2O]1[Me1]1[Cys],6,0.6993118617130563,470.404488138287
1[Me2]2[Me3]3[Cys],6,0.7649881382869239,470.404488138287
2[Ac]1[Me2]3[Cys],6,0.8509881382869366,470.404488138287
1[Ph]2[Ox]3[Cys],6,0.9988881382869295,470.404488138287
3[Ph-H2O]2[Me2]1[Cys],6,1.170188138287017,470.404488138287
4[Ph-H2O]2[Me2]1[Na],7,0.3354881382869621,470.404488138287
1[Ph]4[Ph-H2O],5,0.5400962415620825,472.50079624156206
1[Ph-H2O]1[Ox]3[Cys],5,1.0792962415620195,472.50079624156206
4[Cys]2[Cys-Cys],6,0.03660375843799102,472.50079624156206
1[Ph]1[Ph-H2O]1[Me1]1[Me3]2[Cys],6,0.13479624156207137,472.50079624156206
2[Ph-H2O]1[Ox]2[Cys]1[Na],6,0.24459624156202153,472.50079624156206
3[Ph-H2O]1[Me3]1[Ox]1[Cys],6,1.2937962415620632,472.50079624156206
1[Ph]1[Ac]1[Me2]2[Me3]2[Cys],7,0.013003758437946544,472.50079624156206
1[Ph]2[Ac]1[Me2]1[Me3]2[Cys],7,0.029996241562059822,472.50079624156206
1[Ph]3[Ac]1[Me2]2[Cys],7,0.07299624156200935,472.50079624156206
4[Ph-H2O]1[Ac]1[Ox]1[Na],7,0.5020962415620716,472.50079624156206
4[Cys],4,0.6049528368549772,475.96424716314505
2[Ph-H2O]1[Ac]2[Cys],5,0.3474528368549272,475.96424716314505
2[Ph-H2O]1[Me3]2[Cys],5,0.3904528368549336,475.96424716314505
2[Ph]2[Ph-H2O]1[Cys],5,0.8717471631450735,475.96424716314505
4[Cys]1[Cys-Cys],5,1.4109471631450106,475.96424716314505
2[Ph]3[Ph-H2O]1[Na],6,0.0370471631450755,475.96424716314505
4[Ph-H2O]2[Ac],6,0.08995283685493405,475.96424716314505
3[Ph]2[Cys]1[Cys-Cys],6,0.2441528368549939,475.96424716314505
3[Ph]2[Ph-H2O]1[Ac]1[Cys-Cys],7,0.013347163144999286,475.96424716314505
4[Ph-H2O]3[Me2],7,0.17615283685495342,475.96424716314505
4[Cys],4,0.82247757373068,477.3916775737307
1[Ph-H2O]3[Cys]1[Na],5,0.01222242626931802,477.3916775737307
3[Ph]2[Cys],5,0.8326224262693245,477.3916775737307
1[Ph]1[Ac]3[Cys]1[Cys-Cys],6,0.03592242626933739,477.3916775737307
1[Ph]1[Me3]3[Cys]1[Cys-Cys],6,0.07892242626934376,477.3916775737307
3[Ph-H2O]1[Me3]1[Cys]1[Na],6,0.20227757373072563,477.3916775737307
3[Ph-H2O]1[Ac]1[Cys]1[Na],6,0.245277573730732,477.3916775737307
3[Ph]2[Ph-H2O]1[Ac],6,0.5751224262693313,477.3916775737307
3[Ph]2[Ph-H2O]1[Me3],6,0.6181224262693377,477.3916775737307
4[Ph-H2O]3[Me2],7,1.2512775737307038,477.3916775737307
3[Ph]2[Cys],5,0.29379532243348194,478.5180953224335
1[Ph]1[Ac]3[Cys],5,0.9254046775665188,478.5180953224335
1[Ph]1[Me3]3[Cys],5,0.9684046775665252,478.5180953224335
1[Ph-H2O]3[Cys]1[Na],5,1.1141953224334884,478.5180953224335
2[Ph-H2O]1[Me2]1[Ox]2[Cys],6,0.19049532243349176,478.5180953224335
2[Ph-H2O]2[Cys]2[Na],6,0.2794953224334904,478.5180953224335
1[Ph]2[Ph-H2O]2[Ac]1[Cys],6,0.6679046775665256,478.5180953224335
1[Ph]2[Ph-H2O]2[Me3]1[Cys],6,0.7539046775665383,478.5180953224335
1[Ph]1[Me3]3[Cys]1[Cys-Cys],6,1.0474953224334627,478.5180953224335
3[Ph-H2O]1[Me1]1[Me2]1[Cys]1[Na],7,1.3285953224335003,478.5180953224335
1[Ph]1[Ph-H2O]1[Me2]1[Me3]2[Cys],6,0.07176261553752283,486.46436261553754
1[Ph]1[Ph-H2O]1[Ac]1[Me2]2[Cys],6,0.1147626155375292,486.46436261553754
3[Ph]1[Ph-H2O]1[Me2]1[Cys],6,1.33396261553753,486.46436261553754
1[Ph]3[Ac]1[Me3]2[Cys],7,0.010062615537492547,486.46436261553754
1[Ph]2[Ac]2[Me3]2[Cys],7,0.032937384462456976,486.46436261553754
1[Ph]1[Ac]3[Me3]2[Cys],7,0.07593738446246334,486.46436261553754
1[Me1]4[Cys]2[Cys-Cys],7,0.09963738446248271,486.46436261553754
1[Ph]4[Me3]2[Cys],7,0.11893738446246971,486.46436261553754
5[Ph-H2O]2[Cys-Cys],7,0.5201626155375152,486.46436261553754
2[Me3]3[Cys]2[Na],7,0.9144626155375022,486.46436261553754
1[Ox]4[Cys],5,0.5649581506381196,492.0036418493619
3[Ph]1[Me1]2[Cys],6,0.2472581506381175,492.0036418493619
