vertical_error,horizontal_error,basal_noise,all_detected_mass_shifts,simulated_mass_shifts,matching_mass_shifts,mass_shift_deviation,r_score_abundance,matching_ptm_patterns_min_ptm,matching_ptm_patterns_min_error,matching_ptm_patterns_min_both,matching_ptm_patterns_min_err
0,0,0,22.0,30,18.0,0.34945914268876627,0.5268632254341458,10.0,,1.0,2.0
0,0,1,23.0,30,16.0,0.28477296185057155,0.5220416706662636,10.0,,1.0,2.0
0,1,0,22.0,30,18.0,0.3557391900160356,0.5297879048270231,10.0,,1.0,2.0
0,1,1,25.0,30,18.0,0.3856460942214007,0.9133211745104417,14.0,,1.0,2.0
1,0,0,23.0,30,19.0,0.2780351613747141,0.5990155546575948,11.0,,1.0,3.0
1,0,1,25.0,30,18.0,0.3715455463700114,0.5153975433966989,10.0,,1.0,3.0
1,1,0,21.0,30,18.0,0.3248397906408443,0.5433844619582999,11.0,,1.0,3.0
1,1,1,26.0,30,17.0,0.4228706047220817,0.9157144069798419,8.0,,1.0,2.0
