sigma noise,horizontal noise (Da),vertical noise (rel.),basal noise (a.u.),is_signal
0.5999999577249048,-0.38699999999738055,8.991237284853994e-06,0.00721638800646112,False
0.59999999944293,0.13299999999941803,1.0521193507346987e-05,0.006678766949727708,False
0.5999999984951458,0.1529999999962166,1.1057196737599413e-05,0.020056246884833984,True
0.5999999904327914,-0.28699999999883574,3.478548306994793e-05,0.014956407733350694,False
0.5999999999991925,0.012999999996798683,0.0002715517339199694,0.037697066880215166,False
0.5999999998576732,-0.2669999999947612,0.0002476352122276677,0.010945837819581868,False
0.5999995983296883,0.43299999999505245,0.0005814714792657958,0.011139898698946977,False
0.21991216794063778,0.09300000000582087,0.0007184402722977534,0.007528871499728061,False
0.5999999998807509,0.13299999999941803,0.0035843897197929417,0.005801939126546604,False
0.3569795165728968,-0.14699999999941782,0.0023422403054735473,0.018074178120164104,True
0.5999999999967924,0.13299999999941803,0.004244935536223723,0.01397907957765489,False
0.5999999999999204,-0.06700000000494755,0.010318177737195436,0.021466142617559417,False
0.5999999999987494,0.07300000000174633,0.013053663067335313,0.020212660176731064,True
0.5999999423186394,-0.36700000000058197,0.02453247595851217,0.0449519655987399,False
0.5999999915797218,-0.24699999999796263,0.06104432817522428,0.00522764217229989,False
0.5999999277229766,-0.5870000000017461,0.08178268267630796,0.02413238307781934,False
0.5999999999996346,-0.06699999999767159,0.06627298257634456,0.008063206205065218,False
0.5999999988510413,0.012999999996798683,0.09748115301250222,0.029129753324916692,False
0.5999999999992717,0.15300000000349256,0.17724842759465873,0.00939349953719727,False
0.5999999999458564,-0.6270000000026192,0.28083153889348983,0.007060132464229526,False
0.5999999982205368,0.4730000000032015,0.237160651377803,0.006490103148271614,False
0.5999999999632116,-0.4669999999991268,0.5012634304896006,0.014693196118491625,False
0.5999999999225847,-0.32699999999970886,0.6126297567744458,0.03626581556159591,False
0.5999999999997566,-0.18700000000029093,0.5325324011451587,0.007455186211112057,False
0.599999999999854,-0.18700000000029093,1.2636690085444902,0.01355252928064118,False
0.5999999999935721,-0.5069999999999999,1.5050457598851008,0.007067027264247768,False
0.5999999804010722,-0.18700000000029093,1.4440131397919223,0.009958240340605305,False
0.5999999999878847,-0.4270000000055296,2.154241371362533,0.00852953640916982,False
0.5999998614119151,-0.006999999999999895,3.711217001892636,0.014494195215381388,False
0.39502786124380707,-0.44699999999505224,1.1265388513368226,0.019302966440352957,False
0.5999999017994313,-0.547000000000873,1.7445350212621007,0.005009960529810085,False
0.5999999999429895,-0.3470000000037834,1.5176054470712963,0.010469389443967242,False
0.5999999999999613,-0.5269999999967985,1.3208287990184187,0.00591540252282766,False
0.5999999999963458,-0.5870000000017461,1.4375498467312067,0.012878517143355526,False
0.5999999999968175,-0.5870000000017461,1.255168436842485,0.006730913111013999,False
0.5999999999999441,-0.18699999999301498,0.9091198891073987,0.012479099788805948,True
0.5999999997696007,-0.4070000000014551,0.7700735297334541,0.017144496361532157,True
0.5999999999999578,-0.4669999999991268,1.018969537114924,0.02375869511357707,True
0.5999999999999946,-0.32699999999970886,0.7264268631937878,0.012328325897497949,True
0.5999999999999647,0.11299999999534349,0.6657405794532678,0.005611826787287635,True
0.5999999987507292,-0.6469999999994178,0.8493210662485384,0.007429252885875979,True
0.5999999999999701,-0.7670000000020372,0.9623226839083713,0.0063941181750033094,True
0.5999999802452828,-0.9669999999991268,0.9622941619699054,0.01812417576699495,False
0.5999999813656169,-0.6069999999985447,0.9575152853195449,0.006950249925374212,False
0.5999999999910184,-0.24699999999796263,0.6955374472531219,0.014239592053750836,True
0.5999999999698957,-0.4669999999991268,0.9158342234393642,0.006106479354337985,False
0.5999999994044442,-0.3070000000029103,1.444271284433757,0.029974576560070534,False
0.5999999999974095,-0.04700000000087301,0.9426655868316346,0.011906242975041512,False
0.5999999639427084,0.03300000000087322,1.1404414105067087,0.005306266884852408,False
0.18779508722347005,-0.06699999999767159,0.569038894283359,0.006670156697073349,False
0.14681773079638705,0.11299999999534349,1.205616501043409,0.009877474911109322,False
0.25322568109506977,-0.04699999999359705,0.853587591514809,0.01876408158686979,False
0.1385213507443421,0.0529999999976718,1.46511854403873,0.012085633735324747,False
0.18313719516346494,-0.18700000000029093,0.2873308534879772,0.027180871970860932,False
0.5999999800865685,-0.006999999999999895,0.44733098078258815,0.016774378458160575,False
0.17135414582559907,-0.42699999999825367,0.08173056078853246,0.008215215702118113,False
0.5999999996254644,-0.26700000000203716,26.948057359022876,0.02470219166420729,False
0.24364353311606138,-0.04700000000087301,0.08074275566556889,0.010874698118723795,False
0.275911507713343,-0.5669999999976716,0.06072575275349253,0.00691133554211336,False
0.5999999952902714,-0.4870000000032013,0.0760055110363425,0.007543064770961785,False
0.5999999218816725,0.09299999999854491,0.05968482037042516,0.015917233954457388,False
0.5999999902657277,-0.7069999999970895,0.03842855399965986,0.007485087270329923,False
0.5999999104444378,-0.6469999999994178,0.036108121547909384,0.016723064831230556,False
0.5999999914150711,-0.04700000000087301,0.03169502802074813,0.01995509276092999,False
0.24377953362615878,0.13299999999941803,0.011204282717753714,0.011034868611779143,False
0.26380757246798286,0.013000000004074641,0.0012924212559303628,0.005200326888017095,False
0.5999999999808553,0.07299999999447038,0.000682108770885588,0.020564208005412365,False
0.2562931029209451,-0.026999999996798474,0.00015514735518316384,0.02842657609358258,True
0.5999999999812488,0.09299999999854491,0.00023530185402931685,0.005873127411902414,False
0.2578714278690094,-0.18700000000029093,0.00010040104832865174,0.014223150100023126,False
0.16148203604150643,-0.18700000000029093,2.104910539825601e-05,0.013619018065506087,False
0.5999999306344704,-0.6469999999994178,2.0245625147585303e-05,0.007117595329070553,False
0.5999999995657378,-0.7869999999988357,2.7495995027999042e-05,0.005451869226290266,False
0.5999999999995471,-0.9470000000023282,2.57150704229681e-05,0.012047902174650757,False
0.5999994924677976,-0.48699999999592536,2.4402278823539233e-05,0.00609217271927621,False
0.5999997517791182,-0.4470000000023282,5.613978745731031e-06,0.021189227775104284,False
0.5999999999448808,-0.16700000000349235,3.6773982200871314e-06,0.007124170431097518,False
0.599999993375079,-0.42699999999825367,1.4536938100407405e-06,0.007452204562491727,False
0.5999998873261478,-0.48699999999592536,1.197589992531172e-06,0.05675415497503721,False
0.599999997545697,-0.36700000000058197,3.8626123586731076e-07,0.0070790486284900995,False
0.5999999921709656,-0.006999999999999895,2.336470471007833e-07,0.015536011194405707,False
0.5999999673262398,-0.1069999999985447,7.479913902505365e-08,0.019640766655600758,False
0.599999997833404,-0.4270000000055296,4.4591165833851045e-08,0.006368075084790865,False
0.5999999999939348,-0.7069999999970895,2.8926930550796795e-08,0.007217489255076473,False
0.5999999999982533,-0.36700000000058197,2.526109107695699e-08,0.01038095486153231,False
0.5999999992000465,-0.4470000000023282,1.9280918050377294e-08,0.028525714860543443,False
0.3150031704339983,-0.06699999999767159,3.2054966789087278e-09,0.009618545329945794,False
0.5999999999967389,-0.2069999999970895,1.1026013724277856e-09,0.033190491231162744,False
0.5999999999911411,-0.5270000000040744,1.6214244646157733e-09,0.032291987524287934,False
0.5999998454230883,-0.1069999999985447,6.672294733150171e-10,0.010401837798238278,False
0.2446810311687704,-0.26700000000203716,1.0670729746793874e-10,0.01023360347817595,False
0.5999999999814827,-0.7069999999970895,9.841642159925754e-11,0.007612124335546413,False
0.59999999999285,0.03300000000087322,7.089964739945634e-11,0.04793458830825794,False
0.2857644167564826,-0.006999999999999895,8.938275484084278e-12,0.006916280964136013,False
0.5999997674192904,-0.36700000000058197,1.9040628771117952e-12,0.012982099292529099,False
0.5999999961793567,-0.4669999999991268,6.148637996282543e-13,0.02088507442386895,False
0.5999999817370676,-0.4270000000055296,4.57157616992479e-13,0.006346529359566397,False
0.5999999999846062,-0.18700000000029093,1.1126321004583828e-13,0.006673433451531778,False
0.5999999171453433,-0.546999999993597,2.6856419879407884e-14,0.006219001650903632,False
0.4996024832114084,0.012999999996798683,8.434325077082796e-15,0.009341194426628263,True
0.5999999999999795,-0.4870000000032013,4.375114076171574e-15,0.006224666243454504,False
0.5999999972560032,-0.5269999999967985,2.8608423738037273e-15,0.006280738751928217,False
0.5999999999830079,-0.6270000000026192,1.0794411491574885e-15,0.007961956111782981,False
0.5999998494054328,-0.5069999999999999,4.519048381402309e-16,0.035385313310845275,False
0.5999999999961712,-0.5669999999976716,2.617581484015917e-16,0.030057957155123674,False
0.599999999996814,-0.4070000000014551,1.423287838300274e-16,0.006049227022320481,False
0.5999999980629002,-0.1669999999962164,5.894019348664144e-17,0.015527980956681111,False
0.5999999991004273,-0.20700000000436547,2.891640139677729e-17,0.03366385539088405,False
0.5999998416952506,0.013000000004074641,7.044491921497531e-17,0.021549444037875506,False
0.5999999611125032,-0.5069999999999999,6.418516887570161e-16,0.007949100413758538,False
0.5999997393981937,0.13299999999941803,1.716556422647577e-15,0.01602474365043561,False
0.5999999999937505,-0.20700000000436547,4.7393412238320425e-15,0.005340800265996406,False
0.41215270756702527,0.13300000000669399,7.726213529317221e-15,0.01943066209542765,False
0.22937341399263836,-0.006999999999999895,5.613105588215887e-14,0.017607859312423167,False
0.5999999649288931,-0.5069999999999999,5.651370331019925e-13,0.008026537505255282,False
0.5999999642593666,0.012999999996798683,5.955456163703288e-13,0.007048014530800335,False
0.5999999996131791,-0.4870000000032013,6.7225280102334004e-12,0.0057833972428611834,False
0.599999306850754,-0.2269999999938881,7.8737927632471e-12,0.0053172673748336655,False
0.25645645883101414,4.173000000000291,1.6646585289854063e-11,0.013843260114711814,False
0.14983588075032983,0.4129999999982539,5.25808916032674e-08,0.039769772724550685,False
0.5999962177465346,-0.5069999999999999,2.5838581378310364e-07,0.012995800120890707,False
0.14927314867286087,1.3729999999973808,3.74917138210047e-07,0.0002850024743664831,False
0.1540657409676946,0.6530000000034926,6.2162861025147655e-06,0.019525350282472428,False
0.2996002740409413,0.5929999999985449,2.0977902103846185e-05,0.00969970483370119,False
0.13726787050014336,5.312999999999709,5.4500827658920535e-05,0.013311725315984936,False
0.18246187243626555,3.5330000000008734,0.017898993487207828,0.006481055035329015,False
0.2866891352699409,-0.18700000000029093,0.44162528061281076,0.03050148203591435,False
0.17501163907631825,0.7329999999979628,0.25152414455542854,0.010816989332351016,False
0.19045041839201954,-0.36700000000058197,2.253559188878174,0.00899594218915979,False
0.5999889929668356,-0.547000000000873,2.7808841196203455,0.0068067805033678345,False
0.2340935788529709,0.07300000000174633,2.0741273386873744,0.016415924433097365,False
0.2186832404430515,-0.4470000000023282,3.6121848696522383,0.0074169706048865455,False
0.5999976412939915,-0.44699999999505224,6.190168158267469,0.006998579504449447,False
0.23861499504535982,0.23299999999796284,1.4473232176881277,0.007256360452117115,False
0.5999998990598843,-0.16700000000349235,2.164849121662728,0.016004528900525665,False
0.5999999772064386,0.09300000000582087,2.1379113634059115,0.01370193440869197,False
0.333573053120512,0.09299999999854491,1.0635289281791362,0.02234863143443971,True
0.5999999999582663,-0.06699999999767159,1.2086572701910316,0.006763783222871299,True
0.3379074986012081,0.09299999999854491,0.9695668150876189,0.012903646725048807,True
0.5999999997950283,-0.02700000000407443,1.0177362756818176,0.007614018531149511,True
0.5999999979712232,-0.06699999999767159,0.9336337487919649,0.012392407050586151,True
0.5999999999999877,0.0529999999976718,1.0647666319146527,0.007643246605102439,True
0.5999999974389837,0.013000000004074641,0.9283715991338699,0.013503589696205479,True
0.5999999999587043,-0.006999999999999895,1.0468661187658213,0.00591459817947625,True
0.5999999999999999,-0.02700000000407443,0.9746255295688249,0.009512697103828426,True
0.5999999999817338,-0.006999999999999895,1.1085726813001162,0.016005728517753722,True
0.5999999996106544,-0.04700000000087301,0.9287358536323718,0.0063602481821864254,True
0.5999999999999999,0.07300000000174633,0.9083238668870971,0.01855282779339221,True
0.599999999991256,0.013000000004074641,0.8889868343040628,0.019216247310554144,True
0.5999999999305563,-0.10700000000582066,0.9426083825631013,0.008406797572481448,True
0.5999999999999662,0.11300000000261945,1.139636365517184,0.00854225894968195,True
0.5999999986297918,-0.08700000000174613,1.1242145258071596,0.01238815320789547,True
0.5999999989517452,0.15300000000349256,1.162444596779761,0.006639696616227209,True
0.5999999999929323,-0.04700000000087301,1.020849223991513,0.013397506345111412,True
0.5999999999999934,0.13299999999941803,1.4638270219514349,0.013957792369943066,True
0.5999999984913842,-0.34699999999650744,1.201411074038442,0.027631988029470738,True
0.5999999999988693,0.07299999999447038,1.2309734622672783,0.0050876228494413965,True
0.5999999999999888,-0.026999999996798474,1.3249184805864145,0.007109716842925306,True
0.5999999999894287,0.09299999999854491,0.891285719539124,0.020859764899591463,True
0.5999999941220405,-0.006999999999999895,0.7577738858012895,0.007425687023665588,True
0.5999999999999854,-0.06699999999767159,0.70671450630753,0.019364937466737012,True
0.5999999999984936,0.0529999999976718,0.5944766218077668,0.00733185536332164,True
0.599999999999998,-0.36700000000058197,0.6706433246868935,0.012827864505518162,True
0.599999999961946,-0.6270000000026192,1.586842341056877,0.006729074697612005,True
0.5999999999978535,-0.32699999999970886,1.0550844918762932,0.015108135320354998,True
0.5999999999999985,-0.026999999996798474,1.8081287024136974,0.007538157136881815,False
0.5999999999187817,0.17300000000029114,4.0583451681040135,0.0002571247945319604,False
0.18449092829685976,0.3530000000005822,6.352238372377815,0.014025419591557398,False
0.286137717831977,-0.6069999999985447,3.6455918904894857,0.007243773468351756,False
0.5999999966114771,-0.4070000000014551,8.636133154745309,0.006984504995321301,False
0.5999989474141713,-0.16700000000349235,7.605022163301112,0.0061161536674736285,False
0.2830750750375737,-0.34699999999650744,1.9206351255306036,0.006587633228529654,False
0.5999999953218317,-0.20700000000436547,2.538078738805146,0.006305263726538558,False
0.5999994959004267,-0.5269999999967985,1.2207399820037759,0.022766434122626446,False
0.5999999621026236,-0.32699999999970886,1.5279864431587569,0.006896635432600782,False
0.5999999822738017,-0.006999999999999895,2.126530488780261,0.032353415124067676,False
0.2321244479343393,-0.08700000000174613,0.30851993515742937,0.019891348700282873,False
0.5999999999912831,-0.6870000000002909,0.314527723758626,0.007278435208539155,False
0.5999999997861221,-0.4070000000014551,0.4274848992747372,0.00663339802597131,False
0.599999984200088,-0.40699999999417913,0.34765780660846746,0.007397924282156729,False
0.40914309670287424,-0.6469999999994178,0.15710792737716495,0.00023392222921937624,False
0.5999992512924537,4.332999999996508,0.22781540488779406,0.05422276108814841,False
0.34450784214266156,-0.42699999999825367,0.010385178939027651,0.005899180099052682,False
0.5883069139076437,0.19299999999708972,0.0082236107738442,0.01921543636930798,False
0.3522210320909885,-0.4070000000014551,0.00412710612469075,0.005047319309430458,False
0.48344371293888416,1.7330000000052388,0.003859801579520509,0.007160187738752619,False
0.2952816990531273,-0.727000000001164,0.045475703940500156,0.009838508944307664,False
0.3075225398897842,-0.18700000000029093,0.05299487232596973,0.01450059997176197,False
0.5999996841336396,-0.42699999999825367,0.060616813735314315,0.007386037874852553,False
0.19552318420814846,0.13299999999941803,0.08126080012996044,0.008051476947617917,False
0.15270560849615006,-0.28699999999883574,0.11696317380560131,0.007244464447875115,False
0.5999997144524478,-0.5069999999999999,0.3427329247554338,0.006887234032384521,False
0.599999999032848,-0.08700000000174613,0.3943891630516701,0.023890396290576238,False
0.25639713216469806,0.23299999999796284,0.3068456145199812,0.0055899313736411885,False
0.13643185063082117,-0.5870000000017461,0.4995297081146453,0.026973774851078557,False
0.5999999658722552,-0.34699999999650744,53.81118876982134,0.02425087167066872,False
0.24760631089128804,-0.18700000000029093,0.9756566237233172,0.012050002704417079,False
0.16927069350367038,-0.2069999999970895,0.7094484551426787,0.010844247035006865,False
0.12653407526500418,0.23299999999796284,0.9802036197552071,0.007196548136934944,False
0.15551295710738702,-0.5270000000040744,0.8609839872507077,0.006490567999947486,False
0.5999999995909621,-0.5669999999976716,3.1235932556844763,0.007006362021216449,False
0.599999999991882,0.17300000000029114,3.0543064630419794,0.010198142792914665,False
0.1672554707563359,-0.32699999999970886,2.6781903931465423,0.013736752099119016,False
0.5470310034706405,-0.4070000000014551,2.9948376168402104,0.005441727662244295,False
0.59999998032159,-0.32699999999970886,5.117261060502025,0.022956954931551567,False
0.5999965869950635,-0.18700000000029093,1.8844394032129486,0.010212402642904546,False
0.29976001767345695,-0.006999999999999895,0.9115380800153072,0.03459620749746564,True
0.31042903300425256,0.03300000000087322,0.6975285839397755,0.0116595009051064,True
0.5999999999813403,0.03300000000087322,0.6670261517585208,0.004952545049849566,True
0.599999994178864,-0.14699999999941782,0.7439529783026079,0.007863745848556637,True
0.5999999999998981,0.1529999999962166,0.6518890924876353,0.03329651100254372,True
0.5999999910992715,-0.12699999999534328,1.1332267133872014,0.006325609834534973,True
0.5999999999538258,0.0529999999976718,1.1117401068607733,0.006713252945991198,True
0.2692264508706803,-0.2069999999970895,1.7658256456885477,0.018476816446971005,False
0.5999999906268105,0.17300000000029114,2.608391064656604,0.006578983988315383,False
0.18961180483663193,0.012999999996798683,3.858889257904128,0.009809477007771523,False
0.2507234184150594,0.07300000000174633,1.204348998557275,0.021744079533892853,False
0.2538436708111569,-0.12700000000261924,1.194337600609744,0.026722075962757125,False
0.26436047568472554,0.15300000000349256,0.5552662918730189,0.005644290228904626,True
0.5999999999710474,-0.14699999999941782,0.5854917304937702,0.0060042929598092525,True
0.5999999999999576,0.07299999999447038,0.5781997873051933,0.01257040745450207,True
0.599999983709902,-0.08699999999447017,0.5723971001076127,0.008133449192045322,True
0.5999999996040333,0.09299999999854491,0.757963926303875,0.01747194867857076,True
0.5999999999849358,0.03300000000087322,1.2013663970265733,0.013456129239811968,True
0.5999999986934474,-0.4070000000014551,1.7766117683587856,0.0081138468467303,True
0.599999999998068,-0.9669999999991268,1.6424412305793437,0.007272808403930967,True
0.5999999999978043,-0.9669999999991268,1.653431983220288,0.008137914167368138,True
0.5999999999984257,0.09299999999854491,1.6665520167066097,0.01822462091711716,True
0.5999999999976786,-0.006999999999999895,1.3786085207927696,0.016936367570933655,True
0.2242887788973198,-0.06699999999767159,0.8654025765862746,0.01131334775509966,True
0.5999999829111218,0.0529999999976718,0.8398480098345465,0.03884060200285789,True
0.599999997045917,0.012999999996798683,0.988919123851996,0.014619293699157343,True
0.5999999999999951,-0.026999999996798474,1.0063591890595704,0.00033902509941371924,True
0.25052185439558605,0.0529999999976718,0.7271197158146943,0.017988182359553805,True
0.30157388585969824,-0.06699999999767159,0.8793781618635507,0.011926863195574537,True
0.5999999930270037,0.012999999996798683,0.9648839923309224,0.010558043556354908,True
0.5999999999812972,-0.06699999999767159,0.9316184241084369,0.007646546752096816,True
0.5999999999894174,0.03300000000087322,1.7615303120861925,0.03070230755682846,True
0.20118774801133277,0.0529999999976718,1.4267888503823916,0.01811493391587002,True
0.24124620913973693,-0.06699999999767159,0.7686566480532625,0.0017260118169110789,True
0.599999999727655,-0.04700000000087301,2.0564842442603943,0.016503880368258304,False
0.25718332539938416,-0.006999999999999895,1.1623047388980214,0.011842181015828958,True
0.25892807331589784,0.012999999996798683,0.955880587593057,0.030826412757539584,True
0.2142899113156209,0.013000000004074641,1.0516070357720357,0.027039852167234243,False
0.20113616675633128,0.07300000000174633,0.6151571274348654,0.006552107763938055,True
0.23783041624835527,0.03299999999359726,0.5504601997571699,0.009594503801078357,True
0.284478255533018,0.013000000004074641,0.6319189668060715,0.013018781188128542,True
0.22750949446487106,-0.02700000000407443,0.6267092632124737,0.016111468778320565,True
0.21955041242459059,0.15300000000349256,0.8597295432181357,0.005056269053760357,True
0.5999999942046945,-0.28699999999883574,1.7637971008359057,0.018684860064746317,False
0.5999999951634607,0.0529999999976718,1.5820914185216108,0.0317768790842648,False
0.20063263293534594,0.013000000004074641,1.3241968295159356,0.0073533579023258985,True
0.16417037172155854,0.09299999999854491,1.7936551524236548,0.015361675621121493,False
0.20022467356620188,-0.18700000000029093,1.5696635305320639,0.0070796172470561965,False
0.28074059526014766,0.0529999999976718,1.2287433633382372,0.032398719868302374,True
0.23266454399093173,-0.14699999999941782,0.8302168977980519,0.006068198968782159,True
0.5999999999900729,0.0529999999976718,1.199010544589593,0.012618275780753118,True
0.5999999999907578,-0.06699999999767159,0.8458763468614816,0.03520526995878998,True
0.5999999999970903,0.013000000004074641,0.576887623243612,0.01833593699856,True
0.5999999980576186,-0.006999999999999895,0.8109637383090402,0.028721660338573825,False
0.5999999999664369,-0.12700000000261924,1.159277049137806,0.01421355316219869,False
0.5999999999986971,0.17300000000029114,1.60207921275246,0.020323543196354578,False
0.2864290864709375,-0.4070000000014551,0.3952605572578563,0.010296946866668898,False
0.5999999984740945,-0.6069999999985447,0.7488365313698049,0.006189663811974337,False
0.599999998190728,-0.4669999999991268,0.4688322901800764,0.010388646807198594,False
0.5999999999032255,-0.4870000000032013,0.37679725860529156,0.022962751481997525,False
0.5999999999934242,0.013000000004074641,0.5465091729312203,0.031287039381533405,False
0.5999999956382526,-0.4870000000032013,0.2861045004379936,0.007820281916958388,False
0.5999999994457401,3.092999999998545,0.25023367359900517,0.027111063845125998,False
0.16948320193702204,0.7530000000020374,0.15991132956670265,0.023106398447353654,False
0.17264804944344772,0.5129999999967987,0.02353140983630741,0.03670180924542887,False
0.15546673438588002,1.0930000000058209,0.020288236097222925,0.006792565039215391,False
0.17103766569898135,1.0329999999935973,0.002108183950230985,0.007870776805130262,False
0.11631913024322012,2.3130000000069852,0.0007669453721536037,0.007771359726972493,False
0.15929639501581336,0.5729999999944704,6.44452068211365e-05,0.007200028826322143,False
0.21553562928627562,0.03300000000087322,1.0216606348792988e-05,0.01662430034484485,False
0.2024821083840007,-0.34699999999650744,2.637938253452999e-06,0.01906984722365963,False
0.5999999934263723,-0.06700000000494755,2.5733713636336295e-06,0.007931206323376266,False
0.23162915742875115,-0.5069999999999999,3.111715687948441e-07,0.005804191407892276,False
0.5999997127323672,-0.547000000000873,4.4727650518109077e-07,0.00012478388415789713,False
0.14997223324651532,0.2730000000061119,5.255918152858313e-08,0.006751841033366019,False
0.28679210335662425,-0.18700000000029093,1.3012406856178403e-08,0.01153990626517276,False
0.5999999997476254,0.31299999999970907,9.412185580171721e-09,0.027393758443385898,False
0.27716888435293274,-0.24700000000523858,3.1345978877019477e-09,0.007137318835725607,False
0.5999999998423764,-0.8269999999997089,1.7716876170123813e-09,0.017539682666118387,False
0.25893413776946334,-0.026999999996798474,1.8026900898574095e-09,0.015030354538522415,False
0.24590333963681962,0.13299999999941803,1.9346695138444596e-09,0.023419476950765714,False
0.1997648161062881,-0.08700000000174613,7.869108386983429e-09,0.01027589718316823,False
0.599999887153017,0.03300000000087322,2.2790501591976827e-08,0.007532120662990246,False
0.24858169502934924,-0.006999999999999895,9.7757807163862e-08,0.01901640187691536,False
0.23185063109044746,-0.6269999999953433,5.62578758769171e-07,0.0073429590203845105,False
0.5999998206468151,0.5329999999935973,1.2690178253732404e-06,0.025015836386950988,False
0.12148226225297523,1.2930000000029105,8.130388180794017e-06,0.005920818794612325,False
0.1255668056548675,-0.4070000000014551,7.649147236609101e-05,0.006828917040077119,False
0.16364737032067042,-0.34699999999650744,0.00010996503433125592,0.008115140034102143,False
0.5999998139584991,-0.6870000000002909,0.0002474395782599944,0.013659718678819512,False
0.5999965384583463,-0.36700000000058197,0.0003212014769262551,0.02277027769622513,False
0.5999999997431484,-0.3870000000046565,0.0005645890262789814,0.01246819766743739,False
0.5999403006663074,-0.48699999999592536,0.0004771882567131702,0.01054082904913233,False
0.5999999973584055,-0.42699999999825367,0.00060313991479845,0.006830413562569117,False
0.1757221114888503,0.0529999999976718,0.000662195757976443,0.005845624387523428,False
0.20076718893901388,-0.08700000000174613,0.004705945186524734,0.005470516676291755,False
0.17774871072700577,-0.2069999999970895,0.007336289816132708,0.02264541673666033,False
0.24912555233812944,-0.02700000000407443,0.01985413478455399,0.016334480020250307,False
0.15772295821483512,0.7930000000029105,0.02368815274080749,0.01310635564501096,False
