peak width,horizontal error (Da),vertical error (rel.),basal noise (a.u.),is_signal
0.35410619755803513,-0.6433549999994179,1.2095489334171206e-36,0.0188029983693651,False
0.5999993598985845,-0.7833549999988358,5.2353134709435437e-36,0.005136332707177926,False
0.5999999999685973,-0.9433550000023283,9.942204447231729e-36,0.012072341976437905,False
0.5999991651598627,-0.48335499999592546,1.144516846950579e-35,0.013629976568884363,False
0.599998170642463,-0.4433550000023283,1.4046510732531574e-35,0.007050462949562794,False
0.5999999998066073,-0.16335500000349246,5.583100699658601e-35,0.014251838946032042,False
0.5999999933473092,-0.42335499999825377,3.298856333897175e-34,0.0059766657750471635,False
0.599999887324758,-0.48335499999592546,1.7587387706169403e-33,0.012548258921620504,False
0.599999997545695,-0.3633550000005821,3.0260784993033558e-33,0.025710057276060447,False
0.5999999921709656,-0.003354999999999997,1.4370070898018046e-32,0.011903191148813342,False
0.59999996732624,-0.1033549999985448,1.1510011536830854e-31,0.008957261131449795,False
0.599999997833404,-0.4233550000055297,1.2441721540799086e-30,0.004804899460368025,False
0.5999999999939348,-0.7033549999970896,5.2232007522358514e-30,0.008051476947617917,False
0.5999999999982533,-0.3633550000005821,1.198313998647908e-29,0.017195790794586528,False
0.5999999992000465,-0.4433550000023283,7.180352806856988e-29,0.018095292582995085,False
0.31523555532685055,-0.06335499999767169,7.243534109005963e-29,0.025047935744739267,False
0.5999999999967389,-0.2033549999970896,5.138749113356841e-28,0.011400460359349275,False
0.5999999999911411,-0.5233550000040745,9.930246722965934e-27,0.015361675621121493,False
0.5999998454230883,-0.1033549999985448,1.9165193028909496e-26,0.009330579613585825,False
0.24483301753117243,-0.26335500000203727,5.557565375162313e-26,0.01793711105530385,False
0.5999999999814827,-0.7033549999970896,5.552462397885314e-25,0.006633223481664628,False
0.59999999999285,0.03664500000087312,1.05086346165426e-24,0.0060042929598092525,False
0.28586160139708927,-0.003354999999999997,3.770228814337838e-24,0.008482079551627993,False
0.5999997674192904,-0.3633550000005821,2.009443461804935e-23,0.005769233362249547,False
0.5999999961793571,-0.4633549999991269,5.0941645625759647e-23,0.029136545557661934,False
0.5999999817370676,-0.4233550000055297,2.154921690864949e-22,0.008087590824459878,False
0.5999999999846062,-0.18335500000029104,3.3940624147793497e-22,0.007538153538030131,False
0.5999999171453433,-0.5433549999935972,1.1481704725068652e-21,0.020876060500017352,False
0.4998645823776219,0.016644999996798582,1.5856873871965248e-21,0.006956258208260921,True
0.5999999999999795,-0.4833550000032014,2.1948288973678936e-20,0.008018277540831516,False
0.5999999972560032,-0.5233549999967986,7.65599601895481e-20,0.010179811442052768,False
0.5999999999830079,-0.6233550000026193,1.35468629908055e-19,0.01732560617330319,False
0.5999998494054216,-0.503355,1.9270959310680888e-19,0.0069806710186604394,False
0.5999999999961712,-0.5633549999976717,5.573914402284736e-19,0.006398073313004204,False
0.599999999996814,-0.4033550000014552,1.2414607702363335e-18,0.014722228055027767,False
0.5999999980629002,-0.1633549999962165,3.3754766243822356e-18,0.05422276108814841,False
0.5999999991004273,-0.20335500000436557,1.3794554633698308e-17,0.014956407733350694,False
0.5999998416952506,0.01664500000407454,6.532545046904448e-17,0.006367203562874684,False
0.5999999611125049,-0.503355,6.433594309751769e-16,0.03424911744640379,False
0.5999997393981906,0.13664499999941793,1.7249507047109391e-15,0.02541892696945287,False
0.5999999999937505,-0.20335500000436557,4.765548653133328e-15,0.00691133554211336,False
0.412829526379113,0.13664500000669388,7.769167332366552e-15,0.00915946861141062,False
0.22947539557005958,-0.003354999999999997,5.644436564965321e-14,0.012846233044514129,False
0.5999999649288931,-0.503355,5.683019473236982e-13,0.005219055312181478,False
0.5999999642593659,0.016644999996798582,5.988863279667346e-13,0.012241643955833202,False
0.5999999996131791,-0.4833550000032014,6.760364670517262e-12,0.016614457485488662,False
0.5999993068506584,-0.2233549999938882,7.918184748816861e-12,0.006356038725333183,False
0.25689795630368906,4.176645000000291,1.6740677549677755e-11,0.012982099292529099,False
0.14983588075032983,0.4166449999982538,5.288312445866444e-08,0.005542983753612671,False
0.5999962177494074,-0.503355,2.598777740525362e-07,0.007820281916958388,False
0.14803370710138536,1.3766449999973807,3.770854264931386e-07,0.024800373136620164,False
0.1540657409676946,0.6566450000034925,6.252510087362668e-06,0.045029403290045254,False
0.2996002740409413,0.5966449999985448,2.1100788015760773e-05,0.02241878744917078,False
0.1372747079198451,5.316644999999709,5.4821693802080365e-05,0.007160187738752619,False
0.18212517649884358,3.536645000000873,0.01800645402429052,0.019525350282472428,False
0.2870998444238232,-0.18335500000029104,0.4443133708965499,0.005795750301267073,False
0.17493349063673938,0.7366449999979627,0.25305885647650134,0.0056887492429935444,False
0.1875919207242284,-0.3633550000005821,2.2673795035947046,0.008044383610948433,False
0.5999889929668253,-0.5433550000008731,2.7979693317253806,0.017365699780299223,False
0.23510468237000365,0.07664500000174623,2.0868867135955087,0.010166083022494915,False
0.2196805333454068,-0.4433550000023283,3.634470471637886,0.006730114165940115,False
0.5999976412939915,-0.44335499999505235,6.228413257739435,0.008137914167368138,False
0.23881611863656846,0.23664499999796273,1.4562773874016728,0.01920075665328828,False
0.5999998990598843,-0.16335500000349246,2.178277382604725,0.006089393805967422,False
0.5999999772064384,0.09664500000582077,2.151190026959703,0.00026180603834817355,False
0.33359305599584105,0.09664499999854481,1.0701401141695628,0.03409432123853012,True
0.5999999999582663,-0.06335499999767169,1.2161648897161597,0.010519912523143975,True
0.3379657175937374,0.09664499999854481,0.9755730689734265,0.006926586275933613,True
0.5999999997950283,-0.023355000004074533,1.0239966008435573,0.03726683375831133,True
0.5999999979712232,-0.06335499999767169,0.939308492698872,0.023214212846107803,True
0.5999999999999877,0.0566449999976717,1.071113133287865,0.009172954708288408,True
0.5999999974389837,0.01664500000407454,0.9337012551233682,0.009702225229497333,True
0.5999999999587043,-0.003354999999999997,1.0525130574383692,0.028135093099509956,True
0.5999999999999999,-0.023355000004074533,0.9793558329447547,0.006622177406228704,True
