horizontal_error,vertical_error,basal_noise,is_signal
0.16000000000349246,-0.02758303319356711,0.03102872100534757,False
0.39999999999417923,-0.035121245099303935,0.04238957360267818,False
0.10000000000582077,-0.03619365229597905,0.024934475947309895,False
-0.3600000000005821,-0.046221863353084806,0.03135616372544835,True
0.0,-0.039487499054139286,0.05152508585804455,True
-0.09999999999854481,-0.04315735092598195,0.022136582294739925,True
1.0799999999944703,-0.025280024587736562,0.02469962688257371,False
-0.059999999997671694,-0.03151068939398438,0.05270755335820655,True
0.27999999999883585,-0.027090765739190135,0.016974407433235254,True
-0.09999999999854481,0.0053750958966008126,0.024385677457054087,False
-0.26000000000203727,-0.005327201552942574,0.008672106118255156,False
0.3400000000037835,0.0168162775103003,0.00733781146285893,False
0.0,0.013013817671720464,0.03904579413048211,False
-0.3600000000005821,0.01314084913897709,0.016510487859950428,False
0.11999999999534339,0.007190544329835756,0.008349668801038435,True
0.2800000000061118,0.005514303677455354,0.02363456352128693,True
0.01999999999679858,-0.047708211767925876,0.023777692252000538,True
0.37999999999738066,0.01480124463855357,0.031581353472264234,True
0.5400000000008731,0.0025605419457479517,0.00992149126644109,True
-0.1599999999962165,0.01138512434490837,0.005866051469682736,True
-0.20000000000436557,0.008217284855870546,0.07023953208248637,True
0.020000000004074536,0.013438437431535763,0.026815449369319955,False
0.6399999999994179,0.02314992091100075,0.04327964639967423,False
-0.20000000000436557,-0.00010975357687714737,0.01408276129505839,False
0.14000000000669388,-0.03626359271010991,0.008110137630261156,True
0.5,-0.02691719704094645,0.027818638873218157,True
0.5399999999935972,-0.02510332113886881,0.01018515573680375,False
-0.2199999999938882,-0.01676272012456123,0.04089779679643467,False
4.180000000000291,-0.02686358819793283,0.04549699009319625,False
0.9199999999982538,-0.00629669434878165,0.04324877784916194,False
1.3799999999973807,-0.0082782846036216,0.021774554609954342,False
0.6600000000034925,-0.006487183753594382,0.01701356054032449,False
0.5999999999985448,-0.01028281095150875,0.006517021959060538,False
5.319999999999709,-0.01828816143102388,0.034222781049779084,False
3.540000000000873,-0.010360673308068542,0.042418772286009016,False
-0.18000000000029104,-0.004696240164998698,0.015289176753944034,False
0.7399999999979627,-0.017654740473924728,0.04353228098943354,False
0.09999999999854481,0.008312787894587434,0.016748513511106497,False
0.08000000000174623,0.013190509197587788,0.03805353553876595,False
0.12000000000261934,0.029923272739596073,0.04508977282742986,False
0.23999999999796273,0.020390008178164866,0.05910208420153631,True
-0.16000000000349246,0.05656687401442152,0.04274603266429113,True
0.10000000000582077,0.07469073494506696,0.02910165828943566,True
0.09999999999854481,0.01205705030243201,0.016429372142223855,True
-0.059999999997671694,0.04663730096942606,0.023544575434541668,True
0.09999999999854481,-0.010101823293225065,0.007525550959240807,True
-0.020000000004074536,0.008072324121904895,0.015989105421824572,True
-0.059999999997671694,-0.035326064395539314,0.007818321742407748,True
0.059999999997671694,0.036483819544328666,0.04160516788959805,True
0.020000000004074536,-0.04995642820448476,0.008830928841354786,True
0.0,0.03345169451430097,0.00680469017034795,True
-0.020000000004074536,-0.01853154490520892,0.007242815573995155,True
0.0,0.07712444732393298,0.025665563473071914,True
-0.040000000000873115,-0.05782941375071449,0.011726841418203226,True
0.08000000000174623,-0.07376884833407193,0.025038336407680377,True
0.020000000004074536,-0.08522535144000898,0.024511150221405195,True
-0.10000000000582077,-0.0378313145276058,0.051222580780880565,True
0.12000000000261934,0.06757983475343499,0.01538887334291594,True
-0.08000000000174623,0.05094748344096789,0.009480406407092275,True
0.16000000000349246,0.05503008365372186,0.018903953356809236,True
-0.040000000000873115,0.0038313517896454985,0.008806507633634672,True
0.13999999999941792,0.08730687676538368,0.02545807767730765,True
-0.33999999999650754,0.03606677919074164,0.01258538827444601,True
0.07999999999447027,0.036829155252567775,0.008057546410983258,True
