vertical_error,horizontal_error,basal_noise,all_detected_mass_shifts,simulated_mass_shifts,matching_mass_shifts,mass_shift_deviation,r_score_abundance,matching_ptm_patterns_min_ptm,matching_ptm_patterns_min_err,matching_ptm_patterns_min_both
0,0,0,7.0,7,7.0,0.0012653181013472458,0.9999989813592133,5.0,7.0,7.0
0,0,1,7.0,7,7.0,0.04442683948891282,0.9971885619361806,5.0,1.32,5.86
0,1,0,7.0,7,7.0,0.005215444742531876,0.9999876351348855,5.0,3.32,7.0
0,1,1,7.0,7,7.0,0.04257395033618295,0.9972851909195021,5.0,1.26,5.96
1,0,0,7.0,7,7.0,0.04955709228272766,0.9970390548451834,5.0,1.26,5.9
1,0,1,7.0,7,7.0,0.06958182576650279,0.9939318623649177,5.0,1.12,5.54
1,1,0,7.0,7,7.0,0.04781121612002167,0.9966483852549919,5.0,1.26,6.08
1,1,1,7.0,7,7.0,0.0676705719584852,0.9955151630756697,4.98,1.2,5.54
