vertical_error,horizontal_error,basal_noise,all_detected_mass_shifts,simulated_mass_shifts,matching_mass_shifts,mass_shift_deviation,r_score_abundance,matching_ptm_patterns_min_ptm,matching_ptm_patterns_min_err,matching_ptm_patterns_min_both
0,0,0,7.0,7,7.0,0.001054654029277565,0.9999989824561005,5.0,7.0,7.0
0,0,1,7.0,7,7.0,0.03704660778662495,0.9972997977996364,4.31,1.27,5.48
0,1,0,7.0,7,7.0,0.004568585145997592,0.9999882008944038,5.0,3.14,6.84
0,1,1,7.0,7,7.0,0.03622525603091998,0.9971163573319864,4.29,1.2,5.58
1,0,0,7.0,7,7.0,0.039934707853822714,0.9967317233518866,4.59,1.19,5.8
1,0,1,7.0,7,7.0,0.05578426663492549,0.9946996733672324,4.12,1.18,5.37
1,1,0,7.0,7,7.0,0.03930272553397882,0.9968843212275442,4.64,1.26,5.87
1,1,1,7.0,7,7.0,0.05242774534499203,0.9946278267980599,4.33,1.16,5.54
